Year, Number of Households
800, 9
801, 9
802, 9
803, 8
804, 10
805, 11
806, 10
807, 9
808, 9
809, 10
810, 9
811, 9
812, 9
813, 9
814, 7
815, 7
816, 6
817, 6
818, 6
819, 5
820, 5
821, 6
822, 6
823, 7
824, 7
825, 7
826, 7
827, 6
828, 6
829, 8
830, 8
831, 8
832, 8
833, 7
834, 6
835, 6
836, 5
837, 5
838, 5
839, 4
840, 4
841, 4
842, 4
843, 4
844, 4
845, 4
846, 4
847, 4
848, 4
849, 4
850, 4
851, 5
852, 5
853, 6
854, 5
855, 4
856, 4
857, 4
858, 3
859, 3
860, 2
861, 2
862, 2
863, 2
864, 2
865, 2
866, 2
867, 2
868, 2
869, 2
870, 2
871, 2
872, 2
873, 2
874, 4
875, 4
876, 5
877, 6
878, 6
879, 6
880, 6
881, 5
882, 4
883, 4
884, 4
885, 4
886, 4
887, 4
888, 4
889, 4
890, 4
891, 4
892, 4
893, 5
894, 5
895, 5
896, 6
897, 6
898, 6
899, 6
900, 6
901, 6
902, 5
903, 5
904, 4
905, 4
906, 2
907, 2
908, 2
909, 2
910, 2
911, 2
912, 2
913, 2
914, 3
915, 3
916, 4
917, 5
918, 5
919, 5
920, 5
921, 4
922, 3
923, 3
924, 3
925, 3
926, 3
927, 3
928, 3
929, 3
930, 3
931, 3
932, 3
933, 3
934, 3
935, 3
936, 3
937, 3
938, 4
939, 4
940, 5
941, 5
942, 5
943, 5
944, 5
945, 5
946, 4
947, 4
948, 3
949, 3
950, 3
951, 3
952, 3
953, 3
954, 3
955, 3
956, 3
957, 3
958, 3
959, 4
960, 4
961, 4
962, 4
963, 4
964, 3
965, 3
966, 4
967, 3
968, 3
969, 3
970, 2
971, 2
972, 2
973, 2
974, 2
975, 2
976, 2
977, 2
978, 2
979, 2
980, 3
981, 3
982, 3
983, 3
984, 4
985, 4
986, 4
987, 4
988, 3
989, 4
990, 4
991, 5
992, 5
993, 4
994, 4
995, 4
996, 4
997, 4
998, 4
999, 5
1000, 5
1001, 5
1002, 5
1003, 6
1004, 7
1005, 7
1006, 8
1007, 8
1008, 8
1009, 8
1010, 8
1011, 9
1012, 8
1013, 8
1014, 9
1015, 9
1016, 9
1017, 9
1018, 8
1019, 9
1020, 8
1021, 8
1022, 10
1023, 10
1024, 10
1025, 9
1026, 9
1027, 9
1028, 9
1029, 9
1030, 9
1031, 8
1032, 9
1033, 9
1034, 9
1035, 9
1036, 9
1037, 9
1038, 8
1039, 8
1040, 8
1041, 8
1042, 8
1043, 9
1044, 9
1045, 9
1046, 8
1047, 9
1048, 8
1049, 7
1050, 7
1051, 7
1052, 8
1053, 7
1054, 7
1055, 7
1056, 8
1057, 7
1058, 7
1059, 7
1060, 8
1061, 8
1062, 8
1063, 8
1064, 8
1065, 8
1066, 8
1067, 8
1068, 8
1069, 8
1070, 9
1071, 8
1072, 8
1073, 8
1074, 8
1075, 9
1076, 9
1077, 11
1078, 12
1079, 11
1080, 12
1081, 12
1082, 12
1083, 13
1084, 12
1085, 13
1086, 13
1087, 13
1088, 13
1089, 13
1090, 14
1091, 14
1092, 14
1093, 14
1094, 14
1095, 13
1096, 12
1097, 13
1098, 13
1099, 14
1100, 14
1101, 14
1102, 16
1103, 15
1104, 13
1105, 13
1106, 13
1107, 14
1108, 15
1109, 15
1110, 15
1111, 16
1112, 16
1113, 16
1114, 15
1115, 15
1116, 15
1117, 14
1118, 13
1119, 13
1120, 13
1121, 14
1122, 15
1123, 16
1124, 16
1125, 17
1126, 17
1127, 17
1128, 17
1129, 16
1130, 18
1131, 17
1132, 16
1133, 16
1134, 16
1135, 16
1136, 15
1137, 14
1138, 12
1139, 13
1140, 13
1141, 13
1142, 14
1143, 14
1144, 14
1145, 14
1146, 14
1147, 15
1148, 15
1149, 14
1150, 15
1151, 15
1152, 14
1153, 13
1154, 13
1155, 13
1156, 13
1157, 12
1158, 12
1159, 12
1160, 12
1161, 13
1162, 13
1163, 14
1164, 15
1165, 15
1166, 15
1167, 15
1168, 14
1169, 13
1170, 14
1171, 14
1172, 12
1173, 12
1174, 12
1175, 13
1176, 13
1177, 13
1178, 13
1179, 13
1180, 13
1181, 13
1182, 13
1183, 13
1184, 15
1185, 17
1186, 17
1187, 14
1188, 16
1189, 16
1190, 16
1191, 16
1192, 15
1193, 15
1194, 15
1195, 15
1196, 15
1197, 16
1198, 16
1199, 17
1200, 17
1201, 17
1202, 16
1203, 16
1204, 17
1205, 17
1206, 16
1207, 18
1208, 18
1209, 19
1210, 17
1211, 15
1212, 17
1213, 17
1214, 16
1215, 16
1216, 13
1217, 13
1218, 12
1219, 12
1220, 12
1221, 13
1222, 13
1223, 14
1224, 13
1225, 12
1226, 11
1227, 14
1228, 16
1229, 16
1230, 14
1231, 16
1232, 17
1233, 17
1234, 17
1235, 17
1236, 16
1237, 15
1238, 13
1239, 13
1240, 13
1241, 12
1242, 13
1243, 13
1244, 14
1245, 14
1246, 15
1247, 16
1248, 18
1249, 17
1250, 18
