Year, Number of Households
800, 9
801, 9
802, 8
803, 8
804, 9
805, 11
806, 11
807, 11
808, 10
809, 11
810, 11
811, 10
812, 10
813, 11
814, 11
815, 10
816, 9
817, 9
818, 8
819, 8
820, 8
821, 8
822, 7
823, 7
824, 7
825, 8
826, 8
827, 8
828, 8
829, 9
830, 10
831, 11
832, 11
833, 12
834, 11
835, 11
836, 11
837, 11
838, 11
839, 11
840, 10
841, 9
842, 8
843, 8
844, 7
845, 7
846, 6
847, 6
848, 6
849, 7
850, 7
851, 7
852, 7
853, 7
854, 7
855, 8
856, 8
857, 8
858, 6
859, 6
860, 6
861, 6
862, 6
863, 5
864, 5
865, 5
866, 3
867, 3
868, 3
869, 4
870, 4
871, 4
872, 4
873, 5
874, 6
875, 6
876, 6
877, 6
878, 6
879, 6
880, 6
881, 6
882, 5
883, 6
884, 6
885, 7
886, 6
887, 7
888, 7
889, 7
890, 7
891, 7
892, 8
893, 8
894, 9
895, 10
896, 11
897, 10
898, 10
899, 10
900, 9
901, 9
902, 9
903, 8
904, 8
905, 8
906, 9
907, 9
908, 9
909, 9
910, 9
911, 7
912, 7
913, 8
914, 8
915, 7
916, 8
917, 8
918, 9
919, 10
920, 9
921, 9
922, 8
923, 8
924, 8
925, 7
926, 6
927, 6
928, 6
929, 5
930, 5
931, 5
932, 5
933, 5
934, 5
935, 5
936, 6
937, 6
938, 6
939, 7
940, 7
941, 8
942, 8
943, 8
944, 8
945, 8
946, 8
947, 8
948, 8
949, 7
950, 6
951, 6
952, 6
953, 6
954, 6
955, 5
956, 5
957, 5
958, 5
959, 6
960, 7
961, 7
962, 7
963, 7
964, 7
965, 7
966, 7
967, 7
968, 6
969, 5
970, 5
971, 5
972, 5
973, 5
974, 4
975, 4
976, 4
977, 4
978, 3
979, 2
980, 3
981, 3
982, 4
983, 4
984, 4
985, 4
986, 4
987, 4
988, 4
989, 4
990, 4
991, 4
992, 3
993, 3
994, 3
995, 3
996, 3
997, 2
998, 2
999, 2
1000, 2
1001, 2
1002, 3
1003, 3
1004, 3
1005, 3
1006, 3
1007, 3
1008, 3
1009, 3
1010, 2
1011, 1
1012, 1
1013, 1
1014, 1
1015, 1
1016, 1
1017, 1
1018, 1
1019, 1
1020, 1
1021, 1
1022, 1
1023, 1
1024, 1
1025, 1
1026, 1
1027, 2
1028, 2
1029, 2
1030, 2
1031, 2
1032, 2
1033, 2
1034, 2
1035, 2
1036, 2
1037, 2
1038, 2
1039, 2
1040, 1
1041, 1
1042, 1
1043, 1
1044, 1
1045, 1
1046, 2
1047, 2
1048, 2
1049, 3
1050, 4
1051, 4
1052, 4
1053, 4
1054, 4
1055, 4
1056, 4
1057, 4
1058, 4
1059, 4
1060, 3
1061, 3
1062, 3
1063, 3
1064, 3
1065, 3
1066, 3
1067, 3
1068, 3
1069, 3
1070, 4
1071, 4
1072, 4
1073, 4
1074, 4
1075, 4
1076, 5
1077, 5
1078, 5
1079, 5
1080, 5
1081, 5
1082, 5
1083, 4
1084, 4
1085, 3
1086, 2
1087, 2
1088, 2
1089, 2
1090, 2
1091, 3
1092, 3
1093, 3
1094, 3
1095, 3
1096, 3
1097, 3
1098, 3
1099, 3
1100, 3
1101, 4
1102, 5
1103, 4
1104, 4
1105, 4
1106, 4
1107, 4
1108, 4
1109, 4
1110, 4
1111, 3
1112, 3
1113, 3
1114, 3
1115, 3
1116, 3
1117, 3
1118, 3
1119, 3
1120, 3
1121, 4
1122, 4
1123, 4
1124, 4
1125, 4
1126, 5
1127, 5
1128, 4
1129, 4
1130, 4
1131, 4
1132, 4
1133, 4
1134, 4
1135, 4
1136, 4
1137, 3
1138, 2
1139, 2
1140, 3
1141, 3
1142, 3
1143, 3
1144, 3
1145, 3
1146, 3
1147, 3
1148, 3
1149, 3
1150, 3
1151, 4
1152, 4
1153, 4
1154, 4
1155, 4
1156, 3
1157, 3
1158, 3
1159, 3
1160, 3
1161, 3
1162, 3
1163, 3
1164, 3
1165, 3
1166, 3
1167, 3
1168, 3
1169, 3
1170, 3
1171, 2
1172, 2
1173, 2
1174, 3
1175, 3
1176, 3
1177, 3
1178, 3
1179, 2
1180, 2
1181, 2
1182, 2
1183, 2
1184, 2
1185, 1
1186, 1
1187, 1
1188, 1
1189, 1
1190, 1
1191, 1
1192, 1
1193, 1
1194, 1
1195, 2
1196, 2
1197, 3
1198, 3
1199, 3
1200, 3
1201, 3
1202, 3
1203, 3
1204, 3
1205, 3
1206, 3
1207, 3
1208, 2
1209, 2
1210, 2
1211, 2
1212, 2
1213, 2
1214, 2
1215, 3
1216, 3
1217, 3
1218, 3
1219, 4
1220, 4
1221, 4
1222, 4
1223, 4
1224, 4
1225, 4
1226, 3
1227, 3
1228, 3
1229, 3
1230, 3
1231, 3
1232, 3
1233, 2
1234, 2
1235, 2
1236, 2
1237, 2
1238, 4
1239, 4
1240, 4
1241, 4
1242, 4
1243, 5
1244, 5
1245, 5
1246, 4
1247, 4
1248, 4
1249, 3
1250, 3
