Year, Number of Households
800, 9
801, 9
802, 10
803, 10
804, 12
805, 14
806, 14
807, 14
808, 12
809, 12
810, 12
811, 12
812, 12
813, 12
814, 12
815, 10
816, 10
817, 10
818, 10
819, 10
820, 10
821, 11
822, 12
823, 14
824, 14
825, 14
826, 16
827, 18
828, 18
829, 19
830, 19
831, 19
832, 20
833, 21
834, 18
835, 18
836, 17
837, 17
838, 17
839, 17
840, 17
841, 17
842, 19
843, 19
844, 20
845, 21
846, 26
847, 27
848, 29
849, 29
850, 31
851, 33
852, 32
853, 32
854, 32
855, 32
856, 30
857, 30
858, 29
859, 28
860, 28
861, 28
862, 27
863, 27
864, 29
865, 30
866, 33
867, 33
868, 38
869, 39
870, 40
871, 42
872, 44
873, 45
874, 43
875, 48
876, 47
877, 49
878, 49
879, 49
880, 44
881, 44
882, 45
883, 44
884, 48
885, 51
886, 53
887, 56
888, 60
889, 64
890, 67
891, 69
892, 72
893, 75
894, 76
895, 73
896, 75
897, 73
898, 71
899, 72
900, 75
901, 75
902, 77
903, 76
904, 75
905, 80
906, 83
907, 83
908, 87
909, 94
910, 96
911, 100
912, 101
913, 101
914, 106
915, 108
916, 111
917, 105
918, 103
919, 103
920, 102
921, 78
922, 75
923, 74
924, 74
925, 61
926, 62
927, 62
928, 60
929, 61
930, 66
931, 55
932, 56
933, 52
934, 51
935, 44
936, 42
937, 39
938, 37
939, 38
940, 35
941, 30
942, 29
943, 30
944, 26
945, 26
946, 24
947, 22
948, 22
949, 21
950, 23
951, 24
952, 19
953, 19
954, 19
955, 17
956, 18
957, 18
958, 18
959, 19
960, 18
961, 19
962, 19
963, 16
964, 14
965, 12
966, 12
967, 13
968, 13
969, 10
970, 8
971, 7
972, 7
973, 7
974, 6
975, 8
976, 7
977, 7
978, 7
979, 7
980, 7
981, 7
982, 7
983, 5
984, 5
985, 6
986, 6
987, 6
988, 6
989, 6
990, 6
991, 6
992, 5
993, 5
994, 5
995, 5
996, 6
997, 6
998, 6
999, 6
1000, 6
1001, 8
1002, 8
1003, 10
1004, 10
1005, 10
1006, 9
1007, 9
1008, 9
1009, 8
1010, 9
1011, 8
1012, 9
1013, 9
1014, 8
1015, 8
1016, 7
1017, 7
1018, 8
1019, 8
1020, 10
1021, 10
1022, 10
1023, 10
1024, 10
1025, 12
1026, 13
1027, 14
1028, 15
1029, 15
1030, 15
1031, 15
1032, 16
1033, 14
1034, 14
1035, 13
1036, 13
1037, 13
1038, 13
1039, 13
1040, 14
1041, 14
1042, 14
1043, 14
1044, 15
1045, 15
1046, 15
1047, 15
1048, 19
1049, 21
1050, 20
1051, 20
1052, 21
1053, 21
1054, 22
1055, 22
1056, 24
1057, 25
1058, 24
1059, 23
1060, 23
1061, 20
1062, 20
1063, 22
1064, 24
1065, 26
1066, 28
1067, 29
1068, 30
1069, 33
1070, 33
1071, 33
1072, 35
1073, 35
1074, 35
1075, 34
1076, 34
1077, 34
1078, 32
1079, 31
1080, 33
1081, 35
1082, 36
1083, 37
1084, 36
1085, 38
1086, 40
1087, 39
1088, 39
1089, 40
1090, 41
1091, 43
1092, 44
1093, 46
1094, 47
1095, 50
1096, 52
1097, 55
1098, 54
1099, 54
1100, 54
1101, 56
1102, 59
1103, 59
1104, 59
1105, 61
1106, 65
1107, 64
1108, 66
1109, 67
1110, 67
1111, 68
1112, 69
1113, 68
1114, 69
1115, 69
1116, 69
1117, 72
1118, 74
1119, 78
1120, 79
1121, 82
1122, 82
1123, 86
1124, 91
1125, 93
1126, 92
1127, 93
1128, 94
1129, 93
1130, 91
1131, 87
1132, 85
1133, 81
1134, 76
1135, 74
1136, 67
1137, 64
1138, 59
1139, 58
1140, 56
1141, 53
1142, 54
1143, 47
1144, 47
1145, 44
1146, 42
1147, 42
1148, 40
1149, 38
1150, 34
1151, 31
1152, 31
1153, 27
1154, 26
1155, 21
1156, 15
1157, 15
1158, 13
1159, 12
1160, 12
1161, 9
1162, 7
1163, 8
1164, 5
1165, 5
1166, 6
1167, 5
1168, 5
1169, 4
1170, 4
1171, 4
1172, 4
1173, 3
1174, 3
1175, 3
1176, 3
1177, 3
1178, 4
1179, 4
1180, 4
1181, 5
1182, 5
1183, 6
1184, 5
1185, 5
1186, 5
1187, 6
1188, 6
1189, 6
1190, 6
1191, 6
1192, 6
1193, 5
1194, 5
1195, 4
1196, 4
1197, 3
1198, 3
1199, 3
1200, 3
1201, 4
1202, 3
1203, 3
1204, 3
1205, 3
1206, 3
1207, 3
1208, 3
1209, 3
1210, 3
1211, 3
1212, 2
1213, 3
1214, 3
1215, 2
1216, 2
1217, 2
1218, 2
1219, 2
1220, 2
1221, 2
1222, 2
1223, 2
1224, 2
1225, 2
1226, 2
1227, 2
1228, 1
1229, 1
1230, 1
1231, 2
1232, 1
1233, 1
1234, 1
1235, 1
1236, 1
1237, 1
1238, 1
1239, 1
1240, 2
1241, 2
1242, 2
1243, 2
1244, 1
1245, 1
1246, 0
1247, 0
1248, 0
1249, 0
1250, 0
