Year, Number of Households
800, 10
801, 12
802, 11
803, 11
804, 12
805, 14
806, 15
807, 15
808, 13
809, 13
810, 13
811, 13
812, 12
813, 12
814, 12
815, 14
816, 12
817, 13
818, 14
819, 13
820, 13
821, 13
822, 15
823, 16
824, 16
825, 18
826, 19
827, 21
828, 21
829, 22
830, 23
831, 22
832, 23
833, 24
834, 24
835, 24
836, 24
837, 23
838, 24
839, 25
840, 25
841, 23
842, 24
843, 24
844, 26
845, 27
846, 27
847, 27
848, 30
849, 30
850, 29
851, 31
852, 31
853, 31
854, 32
855, 33
856, 31
857, 31
858, 34
859, 34
860, 33
861, 33
862, 33
863, 33
864, 35
865, 37
866, 36
867, 36
868, 37
869, 37
870, 40
871, 42
872, 42
873, 42
874, 40
875, 42
876, 42
877, 45
878, 45
879, 46
880, 45
881, 44
882, 46
883, 49
884, 51
885, 50
886, 53
887, 56
888, 57
889, 57
890, 57
891, 58
892, 59
893, 63
894, 64
895, 64
896, 67
897, 70
898, 72
899, 74
900, 75
901, 75
902, 76
903, 76
904, 77
905, 81
906, 78
907, 77
908, 81
909, 85
910, 87
911, 90
912, 90
913, 87
914, 87
915, 93
916, 95
917, 92
918, 98
919, 98
920, 105
921, 106
922, 109
923, 111
924, 107
925, 108
926, 110
927, 117
928, 118
929, 122
930, 124
931, 122
932, 127
933, 131
934, 131
935, 136
936, 143
937, 144
938, 152
939, 154
940, 159
941, 164
942, 162
943, 167
944, 155
945, 159
946, 161
947, 162
948, 164
949, 163
950, 168
951, 170
952, 150
953, 151
954, 155
955, 140
956, 143
957, 147
958, 136
959, 136
960, 133
961, 134
962, 137
963, 137
964, 138
965, 127
966, 121
967, 124
968, 118
969, 110
970, 106
971, 106
972, 101
973, 98
974, 96
975, 95
976, 91
977, 89
978, 97
979, 96
980, 94
981, 99
982, 100
983, 104
984, 103
985, 103
986, 102
987, 105
988, 106
989, 107
990, 111
991, 111
992, 109
993, 104
994, 101
995, 104
996, 110
997, 118
998, 123
999, 126
1000, 132
1001, 133
1002, 142
1003, 146
1004, 152
1005, 162
1006, 171
1007, 175
1008, 177
1009, 183
1010, 186
1011, 183
1012, 186
1013, 185
1014, 186
1015, 190
1016, 194
1017, 201
1018, 205
1019, 211
1020, 217
1021, 218
1022, 228
1023, 238
1024, 248
1025, 251
1026, 256
1027, 270
1028, 280
1029, 290
1030, 294
1031, 301
1032, 304
1033, 311
1034, 317
1035, 322
1036, 323
1037, 328
1038, 327
1039, 323
1040, 327
1041, 328
1042, 328
1043, 327
1044, 326
1045, 327
1046, 327
1047, 325
1048, 324
1049, 324
1050, 325
1051, 326
1052, 320
1053, 317
1054, 315
1055, 314
1056, 312
1057, 312
1058, 306
1059, 306
1060, 305
1061, 305
1062, 303
1063, 308
1064, 307
1065, 302
1066, 298
1067, 287
1068, 290
1069, 279
1070, 274
1071, 275
1072, 277
1073, 274
1074, 274
1075, 272
1076, 275
1077, 273
1078, 273
1079, 276
1080, 272
1081, 275
1082, 270
1083, 269
1084, 272
1085, 270
1086, 270
1087, 269
1088, 263
1089, 262
1090, 263
1091, 258
1092, 256
1093, 259
1094, 251
1095, 251
1096, 253
1097, 244
1098, 244
1099, 241
1100, 241
1101, 243
1102, 238
1103, 236
1104, 240
1105, 238
1106, 238
1107, 230
1108, 234
1109, 232
1110, 230
1111, 226
1112, 226
1113, 224
1114, 221
1115, 222
1116, 225
1117, 221
1118, 224
1119, 223
1120, 217
1121, 217
1122, 220
1123, 218
1124, 218
1125, 214
1126, 211
1127, 211
1128, 203
1129, 205
1130, 203
1131, 199
1132, 191
1133, 186
1134, 176
1135, 173
1136, 169
1137, 165
1138, 163
1139, 158
1140, 154
1141, 148
1142, 145
1143, 139
1144, 136
1145, 136
1146, 129
1147, 123
1148, 124
1149, 120
1150, 119
1151, 118
1152, 115
1153, 111
1154, 110
1155, 106
1156, 97
1157, 98
1158, 99
1159, 89
1160, 91
1161, 88
1162, 86
1163, 82
1164, 78
1165, 77
1166, 79
1167, 74
1168, 76
1169, 71
1170, 70
1171, 73
1172, 73
1173, 73
1174, 75
1175, 72
1176, 71
1177, 73
1178, 70
1179, 71
1180, 68
1181, 68
1182, 69
1183, 73
1184, 72
1185, 74
1186, 71
1187, 74
1188, 74
1189, 71
1190, 70
1191, 72
1192, 70
1193, 70
1194, 70
1195, 69
1196, 69
1197, 70
1198, 70
1199, 68
1200, 69
1201, 66
1202, 67
1203, 64
1204, 62
1205, 63
1206, 60
1207, 59
1208, 58
1209, 58
1210, 58
1211, 59
1212, 52
1213, 52
1214, 51
1215, 52
1216, 51
1217, 52
1218, 50
1219, 50
1220, 50
1221, 50
1222, 50
1223, 47
1224, 46
1225, 48
1226, 49
1227, 48
1228, 46
1229, 43
1230, 45
1231, 44
1232, 42
1233, 41
1234, 44
1235, 42
1236, 43
1237, 44
1238, 44
1239, 43
1240, 43
1241, 43
1242, 41
1243, 42
1244, 40
1245, 40
1246, 40
1247, 39
1248, 38
1249, 36
1250, 36
