Year, Number of Households
800, 8
801, 9
802, 9
803, 10
804, 11
805, 11
806, 11
807, 11
808, 10
809, 11
810, 11
811, 10
812, 10
813, 10
814, 10
815, 9
816, 8
817, 8
818, 9
819, 9
820, 9
821, 9
822, 8
823, 8
824, 9
825, 10
826, 11
827, 11
828, 11
829, 11
830, 10
831, 10
832, 9
833, 9
834, 8
835, 7
836, 6
837, 7
838, 7
839, 8
840, 8
841, 8
842, 8
843, 9
844, 10
845, 10
846, 9
847, 9
848, 9
849, 8
850, 8
851, 8
852, 7
853, 8
854, 7
855, 7
856, 7
857, 6
858, 6
859, 6
860, 9
861, 9
862, 9
863, 9
864, 11
865, 11
866, 12
867, 14
868, 13
869, 14
870, 14
871, 13
872, 13
873, 13
874, 13
875, 13
876, 13
877, 14
878, 14
879, 14
880, 15
881, 15
882, 16
883, 17
884, 17
885, 19
886, 22
887, 23
888, 22
889, 21
890, 22
891, 21
892, 22
893, 23
894, 23
895, 23
896, 21
897, 20
898, 20
899, 18
900, 18
901, 18
902, 21
903, 22
904, 24
905, 23
906, 24
907, 26
908, 28
909, 29
910, 29
911, 31
912, 32
913, 32
914, 30
915, 30
916, 30
917, 28
918, 27
919, 28
920, 29
921, 31
922, 27
923, 27
924, 28
925, 29
926, 33
927, 34
928, 38
929, 43
930, 46
931, 48
932, 47
933, 48
934, 47
935, 49
936, 46
937, 46
938, 46
939, 44
940, 41
941, 44
942, 45
943, 47
944, 48
945, 50
946, 50
947, 54
948, 58
949, 59
950, 60
951, 63
952, 67
953, 68
954, 72
955, 73
956, 72
957, 73
958, 72
959, 70
960, 72
961, 71
962, 70
963, 71
964, 71
965, 69
966, 70
967, 72
968, 72
969, 76
970, 79
971, 81
972, 87
973, 83
974, 85
975, 87
976, 89
977, 91
978, 90
979, 94
980, 95
981, 100
982, 100
983, 104
984, 104
985, 103
986, 102
987, 100
988, 102
989, 105
990, 107
991, 105
992, 108
993, 110
994, 109
995, 115
996, 113
997, 118
998, 118
999, 125
1000, 123
1001, 124
1002, 123
1003, 130
1004, 131
1005, 131
1006, 133
1007, 134
1008, 132
1009, 137
1010, 142
1011, 143
1012, 141
1013, 144
1014, 148
1015, 151
1016, 152
1017, 157
1018, 163
1019, 169
1020, 174
1021, 176
1022, 177
1023, 181
1024, 185
1025, 192
1026, 196
1027, 199
1028, 199
1029, 199
1030, 200
1031, 203
1032, 212
1033, 216
1034, 219
1035, 227
1036, 225
1037, 229
1038, 226
1039, 228
1040, 230
1041, 227
1042, 227
1043, 233
1044, 235
1045, 233
1046, 233
1047, 232
1048, 232
1049, 233
1050, 237
1051, 242
1052, 247
1053, 244
1054, 248
1055, 246
1056, 247
1057, 256
1058, 255
1059, 262
1060, 271
1061, 268
1062, 272
1063, 272
1064, 272
1065, 275
1066, 280
1067, 285
1068, 294
1069, 299
1070, 300
1071, 307
1072, 303
1073, 308
1074, 310
1075, 312
1076, 325
1077, 325
1078, 328
1079, 329
1080, 338
1081, 340
1082, 352
1083, 361
1084, 378
1085, 380
1086, 382
1087, 389
1088, 385
1089, 393
1090, 399
1091, 402
1092, 413
1093, 415
1094, 418
1095, 423
1096, 428
1097, 430
1098, 445
1099, 441
1100, 443
1101, 457
1102, 457
1103, 463
1104, 479
1105, 493
1106, 498
1107, 501
1108, 507
1109, 509
1110, 516
1111, 529
1112, 532
1113, 541
1114, 547
1115, 546
1116, 540
1117, 550
1118, 546
1119, 546
1120, 550
1121, 548
1122, 558
1123, 564
1124, 590
1125, 599
1126, 609
1127, 614
1128, 618
1129, 628
1130, 632
1131, 626
1132, 610
1133, 604
1134, 591
1135, 592
1136, 576
1137, 584
1138, 577
1139, 576
1140, 575
1141, 569
1142, 570
1143, 564
1144, 554
1145, 560
1146, 553
1147, 541
1148, 539
1149, 539
1150, 539
1151, 534
1152, 528
1153, 524
1154, 522
1155, 524
1156, 510
1157, 498
1158, 501
1159, 500
1160, 496
1161, 480
1162, 485
1163, 481
1164, 468
1165, 461
1166, 468
1167, 466
1168, 459
1169, 457
1170, 452
1171, 451
1172, 455
1173, 452
1174, 452
1175, 455
1176, 456
1177, 451
1178, 456
1179, 443
1180, 444
1181, 437
1182, 443
1183, 439
1184, 440
1185, 429
1186, 433
1187, 422
1188, 429
1189, 423
1190, 424
1191, 418
1192, 421
1193, 415
1194, 413
1195, 412
1196, 408
1197, 405
1198, 402
1199, 400
1200, 405
1201, 398
1202, 395
1203, 390
1204, 395
1205, 388
1206, 387
1207, 381
1208, 381
1209, 381
1210, 382
1211, 377
1212, 369
1213, 363
1214, 362
1215, 361
1216, 362
1217, 359
1218, 360
1219, 349
1220, 352
1221, 351
1222, 349
1223, 346
1224, 344
1225, 340
1226, 336
1227, 325
1228, 321
1229, 324
1230, 322
1231, 317
1232, 317
1233, 315
1234, 319
1235, 309
1236, 308
1237, 301
1238, 306
1239, 305
1240, 304
1241, 299
1242, 296
1243, 297
1244, 297
1245, 290
1246, 290
1247, 292
1248, 288
1249, 287
1250, 288
