Year, Number of Households
800, 10
801, 12
802, 11
803, 11
804, 12
805, 14
806, 15
807, 14
808, 15
809, 16
810, 16
811, 16
812, 15
813, 15
814, 15
815, 15
816, 13
817, 13
818, 12
819, 12
820, 13
821, 13
822, 14
823, 13
824, 15
825, 18
826, 18
827, 21
828, 21
829, 23
830, 25
831, 24
832, 25
833, 26
834, 25
835, 25
836, 24
837, 23
838, 25
839, 25
840, 24
841, 26
842, 27
843, 27
844, 28
845, 29
846, 30
847, 31
848, 35
849, 39
850, 42
851, 43
852, 45
853, 46
854, 46
855, 45
856, 45
857, 45
858, 45
859, 45
860, 49
861, 51
862, 52
863, 50
864, 53
865, 56
866, 58
867, 61
868, 63
869, 67
870, 69
871, 73
872, 75
873, 79
874, 81
875, 87
876, 87
877, 87
878, 88
879, 93
880, 98
881, 102
882, 109
883, 111
884, 117
885, 118
886, 124
887, 129
888, 125
889, 130
890, 131
891, 134
892, 121
893, 119
894, 126
895, 126
896, 127
897, 137
898, 142
899, 123
900, 128
901, 104
902, 98
903, 101
904, 93
905, 91
906, 95
907, 84
908, 80
909, 81
910, 75
911, 78
912, 77
913, 73
914, 78
915, 72
916, 70
917, 66
918, 66
919, 63
920, 60
921, 55
922, 56
923, 55
924, 54
925, 48
926, 50
927, 51
928, 47
929, 47
930, 50
931, 47
932, 49
933, 46
934, 36
935, 35
936, 30
937, 32
938, 33
939, 38
940, 32
941, 27
942, 26
943, 25
944, 19
945, 19
946, 17
947, 18
948, 17
949, 16
950, 15
951, 14
952, 10
953, 10
954, 9
955, 8
956, 8
957, 9
958, 8
959, 8
960, 9
961, 10
962, 11
963, 9
964, 9
965, 9
966, 9
967, 10
968, 10
969, 8
970, 6
971, 5
972, 5
973, 5
974, 5
975, 4
976, 3
977, 3
978, 3
979, 3
980, 3
981, 4
982, 4
983, 4
984, 4
985, 4
986, 4
987, 4
988, 4
989, 4
990, 4
991, 4
992, 4
993, 4
994, 4
995, 2
996, 2
997, 2
998, 2
999, 2
1000, 2
1001, 2
1002, 2
1003, 2
1004, 3
1005, 3
1006, 3
1007, 4
1008, 4
1009, 4
1010, 4
1011, 4
1012, 4
1013, 4
1014, 4
1015, 3
1016, 3
1017, 3
1018, 3
1019, 3
1020, 2
1021, 2
1022, 3
1023, 3
1024, 5
1025, 5
1026, 5
1027, 5
1028, 6
1029, 6
1030, 7
1031, 7
1032, 8
1033, 8
1034, 8
1035, 8
1036, 8
1037, 8
1038, 8
1039, 8
1040, 8
1041, 8
1042, 7
1043, 7
1044, 8
1045, 9
1046, 11
1047, 11
1048, 12
1049, 13
1050, 15
1051, 15
1052, 15
1053, 14
1054, 14
1055, 13
1056, 13
1057, 14
1058, 14
1059, 15
1060, 16
1061, 16
1062, 16
1063, 16
1064, 17
1065, 18
1066, 19
1067, 19
1068, 19
1069, 19
1070, 20
1071, 20
1072, 19
1073, 19
1074, 20
1075, 19
1076, 20
1077, 21
1078, 22
1079, 23
1080, 23
1081, 22
1082, 24
1083, 25
1084, 23
1085, 24
1086, 25
1087, 25
1088, 28
1089, 32
1090, 34
1091, 35
1092, 36
1093, 36
1094, 34
1095, 36
1096, 35
1097, 36
1098, 37
1099, 38
1100, 39
1101, 41
1102, 44
1103, 48
1104, 48
1105, 50
1106, 55
1107, 60
1108, 62
1109, 63
1110, 66
1111, 69
1112, 70
1113, 74
1114, 75
1115, 76
1116, 76
1117, 76
1118, 78
1119, 77
1120, 83
1121, 84
1122, 87
1123, 94
1124, 98
1125, 101
1126, 106
1127, 112
1128, 116
1129, 124
1130, 131
1131, 129
1132, 127
1133, 125
1134, 129
1135, 116
1136, 109
1137, 102
1138, 95
1139, 92
1140, 91
1141, 87
1142, 87
1143, 85
1144, 81
1145, 73
1146, 74
1147, 69
1148, 69
1149, 63
1150, 64
1151, 64
1152, 59
1153, 58
1154, 57
1155, 51
1156, 43
1157, 41
1158, 42
1159, 39
1160, 36
1161, 33
1162, 29
1163, 26
1164, 25
1165, 26
1166, 25
1167, 23
1168, 20
1169, 19
1170, 18
1171, 17
1172, 19
1173, 18
1174, 15
1175, 16
1176, 17
1177, 17
1178, 18
1179, 19
1180, 20
1181, 22
1182, 24
1183, 24
1184, 26
1185, 27
1186, 28
1187, 26
1188, 26
1189, 25
1190, 24
1191, 22
1192, 21
1193, 20
1194, 22
1195, 21
1196, 21
1197, 20
1198, 20
1199, 21
1200, 20
1201, 21
1202, 21
1203, 21
1204, 21
1205, 20
1206, 21
1207, 21
1208, 20
1209, 20
1210, 19
1211, 17
1212, 17
1213, 17
1214, 16
1215, 15
1216, 13
1217, 11
1218, 12
1219, 9
1220, 9
1221, 10
1222, 10
1223, 11
1224, 10
1225, 10
1226, 9
1227, 9
1228, 8
1229, 8
1230, 8
1231, 6
1232, 6
1233, 6
1234, 7
1235, 6
1236, 6
1237, 5
1238, 6
1239, 6
1240, 6
1241, 6
1242, 6
1243, 4
1244, 4
1245, 4
1246, 4
1247, 4
1248, 4
1249, 4
1250, 4
