Year, Number of Households
800, 10
801, 13
802, 12
803, 11
804, 12
805, 14
806, 15
807, 15
808, 14
809, 15
810, 15
811, 16
812, 15
813, 15
814, 15
815, 14
816, 13
817, 13
818, 12
819, 12
820, 13
821, 13
822, 13
823, 14
824, 16
825, 18
826, 18
827, 19
828, 19
829, 19
830, 21
831, 22
832, 22
833, 24
834, 23
835, 19
836, 17
837, 17
838, 17
839, 17
840, 18
841, 20
842, 19
843, 18
844, 18
845, 20
846, 20
847, 22
848, 23
849, 24
850, 24
851, 27
852, 28
853, 29
854, 29
855, 29
856, 27
857, 27
858, 30
859, 33
860, 30
861, 29
862, 28
863, 30
864, 32
865, 31
866, 32
867, 32
868, 32
869, 34
870, 38
871, 38
872, 40
873, 42
874, 44
875, 49
876, 50
877, 51
878, 54
879, 57
880, 58
881, 58
882, 60
883, 61
884, 60
885, 63
886, 64
887, 70
888, 73
889, 72
890, 72
891, 73
892, 74
893, 76
894, 75
895, 81
896, 88
897, 91
898, 95
899, 100
900, 105
901, 115
902, 122
903, 126
904, 129
905, 136
906, 137
907, 135
908, 139
909, 142
910, 143
911, 147
912, 146
913, 150
914, 150
915, 151
916, 153
917, 159
918, 161
919, 160
920, 166
921, 158
922, 166
923, 169
924, 173
925, 155
926, 159
927, 166
928, 162
929, 168
930, 168
931, 151
932, 162
933, 148
934, 147
935, 141
936, 126
937, 120
938, 114
939, 119
940, 115
941, 111
942, 107
943, 107
944, 99
945, 98
946, 102
947, 104
948, 111
949, 100
950, 103
951, 103
952, 87
953, 89
954, 88
955, 77
956, 75
957, 77
958, 74
959, 73
960, 69
961, 75
962, 63
963, 61
964, 58
965, 47
966, 43
967, 44
968, 43
969, 39
970, 38
971, 37
972, 38
973, 39
974, 39
975, 37
976, 37
977, 37
978, 37
979, 37
980, 37
981, 33
982, 32
983, 33
984, 35
985, 34
986, 31
987, 30
988, 31
989, 30
990, 29
991, 28
992, 28
993, 31
994, 31
995, 33
996, 34
997, 35
998, 34
999, 38
1000, 41
1001, 43
1002, 44
1003, 48
1004, 49
1005, 50
1006, 49
1007, 46
1008, 46
1009, 46
1010, 46
1011, 45
1012, 45
1013, 45
1014, 45
1015, 46
1016, 48
1017, 49
1018, 49
1019, 49
1020, 50
1021, 54
1022, 55
1023, 59
1024, 61
1025, 65
1026, 67
1027, 69
1028, 74
1029, 76
1030, 76
1031, 76
1032, 72
1033, 69
1034, 67
1035, 69
1036, 71
1037, 73
1038, 74
1039, 74
1040, 77
1041, 77
1042, 80
1043, 84
1044, 85
1045, 87
1046, 92
1047, 97
1048, 99
1049, 102
1050, 105
1051, 107
1052, 110
1053, 118
1054, 122
1055, 130
1056, 135
1057, 134
1058, 138
1059, 136
1060, 137
1061, 139
1062, 137
1063, 142
1064, 140
1065, 150
1066, 153
1067, 156
1068, 161
1069, 171
1070, 176
1071, 185
1072, 193
1073, 196
1074, 205
1075, 215
1076, 219
1077, 226
1078, 229
1079, 237
1080, 237
1081, 240
1082, 236
1083, 233
1084, 229
1085, 229
1086, 229
1087, 230
1088, 228
1089, 226
1090, 226
1091, 223
1092, 221
1093, 221
1094, 224
1095, 222
1096, 227
1097, 223
1098, 225
1099, 223
1100, 226
1101, 222
1102, 221
1103, 213
1104, 210
1105, 215
1106, 213
1107, 210
1108, 208
1109, 201
1110, 199
1111, 202
1112, 196
1113, 190
1114, 194
1115, 195
1116, 190
1117, 188
1118, 189
1119, 188
1120, 184
1121, 184
1122, 181
1123, 183
1124, 181
1125, 179
1126, 180
1127, 180
1128, 180
1129, 181
1130, 186
1131, 172
1132, 159
1133, 150
1134, 146
1135, 141
1136, 134
1137, 135
1138, 131
1139, 122
1140, 119
1141, 108
1142, 104
1143, 103
1144, 103
1145, 98
1146, 98
1147, 94
1148, 96
1149, 93
1150, 91
1151, 88
1152, 85
1153, 80
1154, 75
1155, 71
1156, 70
1157, 70
1158, 70
1159, 68
1160, 66
1161, 66
1162, 64
1163, 63
1164, 59
1165, 56
1166, 54
1167, 55
1168, 60
1169, 56
1170, 50
1171, 53
1172, 51
1173, 51
1174, 50
1175, 47
1176, 46
1177, 48
1178, 46
1179, 43
1180, 44
1181, 44
1182, 43
1183, 41
1184, 40
1185, 38
1186, 36
1187, 36
1188, 37
1189, 37
1190, 37
1191, 35
1192, 35
1193, 35
1194, 35
1195, 36
1196, 36
1197, 36
1198, 36
1199, 35
1200, 36
1201, 35
1202, 35
1203, 34
1204, 30
1205, 27
1206, 26
1207, 27
1208, 25
1209, 24
1210, 24
1211, 23
1212, 20
1213, 20
1214, 21
1215, 22
1216, 21
1217, 21
1218, 20
1219, 21
1220, 20
1221, 20
1222, 19
1223, 18
1224, 17
1225, 17
1226, 16
1227, 16
1228, 18
1229, 16
1230, 16
1231, 16
1232, 17
1233, 16
1234, 17
1235, 16
1236, 15
1237, 15
1238, 15
1239, 15
1240, 15
1241, 13
1242, 11
1243, 10
1244, 10
1245, 11
1246, 10
1247, 11
1248, 11
1249, 8
1250, 8
