Year, Number of Households
800, 9
801, 9
802, 9
803, 10
804, 11
805, 12
806, 13
807, 13
808, 12
809, 13
810, 12
811, 14
812, 14
813, 14
814, 15
815, 14
816, 14
817, 13
818, 13
819, 13
820, 14
821, 14
822, 14
823, 15
824, 15
825, 16
826, 18
827, 19
828, 20
829, 21
830, 23
831, 23
832, 23
833, 25
834, 24
835, 23
836, 22
837, 22
838, 23
839, 24
840, 24
841, 22
842, 25
843, 24
844, 25
845, 25
846, 29
847, 29
848, 31
849, 32
850, 34
851, 36
852, 37
853, 36
854, 36
855, 37
856, 37
857, 36
858, 38
859, 40
860, 38
861, 40
862, 39
863, 40
864, 41
865, 42
866, 44
867, 46
868, 47
869, 52
870, 54
871, 54
872, 55
873, 57
874, 64
875, 65
876, 62
877, 64
878, 64
879, 63
880, 63
881, 67
882, 67
883, 70
884, 70
885, 72
886, 76
887, 76
888, 79
889, 81
890, 86
891, 86
892, 83
893, 87
894, 93
895, 94
896, 98
897, 98
898, 104
899, 105
900, 99
901, 98
902, 100
903, 101
904, 102
905, 111
906, 118
907, 115
908, 118
909, 123
910, 130
911, 132
912, 132
913, 128
914, 137
915, 133
916, 132
917, 125
918, 129
919, 133
920, 124
921, 98
922, 102
923, 96
924, 98
925, 86
926, 92
927, 95
928, 84
929, 83
930, 89
931, 72
932, 73
933, 61
934, 62
935, 62
936, 54
937, 54
938, 50
939, 48
940, 50
941, 49
942, 49
943, 48
944, 41
945, 42
946, 38
947, 40
948, 42
949, 35
950, 36
951, 36
952, 29
953, 31
954, 32
955, 22
956, 23
957, 22
958, 18
959, 17
960, 19
961, 17
962, 15
963, 12
964, 11
965, 11
966, 10
967, 10
968, 10
969, 7
970, 6
971, 5
972, 4
973, 4
974, 4
975, 4
976, 4
977, 4
978, 4
979, 4
980, 4
981, 4
982, 5
983, 6
984, 5
985, 5
986, 5
987, 6
988, 7
989, 7
990, 8
991, 7
992, 6
993, 6
994, 5
995, 5
996, 5
997, 5
998, 5
999, 5
1000, 5
1001, 5
1002, 6
1003, 7
1004, 8
1005, 10
1006, 10
1007, 11
1008, 11
1009, 13
1010, 13
1011, 13
1012, 13
1013, 12
1014, 12
1015, 12
1016, 12
1017, 12
1018, 12
1019, 11
1020, 11
1021, 11
1022, 12
1023, 12
1024, 14
1025, 14
1026, 15
1027, 16
1028, 18
1029, 20
1030, 21
1031, 23
1032, 26
1033, 27
1034, 26
1035, 24
1036, 24
1037, 23
1038, 23
1039, 23
1040, 22
1041, 22
1042, 24
1043, 23
1044, 25
1045, 26
1046, 28
1047, 31
1048, 33
1049, 36
1050, 41
1051, 41
1052, 43
1053, 44
1054, 46
1055, 46
1056, 46
1057, 45
1058, 46
1059, 46
1060, 42
1061, 40
1062, 38
1063, 39
1064, 40
1065, 41
1066, 46
1067, 48
1068, 52
1069, 57
1070, 59
1071, 61
1072, 66
1073, 68
1074, 69
1075, 71
1076, 73
1077, 74
1078, 73
1079, 72
1080, 68
1081, 67
1082, 67
1083, 67
1084, 67
1085, 64
1086, 65
1087, 68
1088, 73
1089, 75
1090, 78
1091, 77
1092, 84
1093, 88
1094, 89
1095, 87
1096, 90
1097, 86
1098, 89
1099, 85
1100, 84
1101, 79
1102, 78
1103, 76
1104, 74
1105, 76
1106, 74
1107, 77
1108, 77
1109, 75
1110, 78
1111, 77
1112, 77
1113, 75
1114, 76
1115, 74
1116, 72
1117, 70
1118, 66
1119, 68
1120, 66
1121, 69
1122, 69
1123, 64
1124, 64
1125, 62
1126, 60
1127, 62
1128, 60
1129, 62
1130, 62
1131, 57
1132, 55
1133, 53
1134, 52
1135, 49
1136, 48
1137, 48
1138, 44
1139, 44
1140, 43
1141, 35
1142, 32
1143, 29
1144, 28
1145, 25
1146, 24
1147, 25
1148, 20
1149, 15
1150, 15
1151, 17
1152, 14
1153, 13
1154, 13
1155, 12
1156, 10
1157, 7
1158, 7
1159, 6
1160, 6
1161, 6
1162, 6
1163, 6
1164, 6
1165, 6
1166, 6
1167, 6
1168, 6
1169, 8
1170, 6
1171, 5
1172, 5
1173, 4
1174, 4
1175, 4
1176, 4
1177, 4
1178, 7
1179, 6
1180, 6
1181, 5
1182, 5
1183, 4
1184, 4
1185, 4
1186, 4
1187, 4
1188, 4
1189, 4
1190, 4
1191, 4
1192, 4
1193, 4
1194, 4
1195, 5
1196, 5
1197, 4
1198, 4
1199, 5
1200, 5
1201, 5
1202, 5
1203, 5
1204, 6
1205, 3
1206, 3
1207, 3
1208, 3
1209, 2
1210, 2
1211, 2
1212, 2
1213, 2
1214, 3
1215, 3
1216, 3
1217, 3
1218, 4
1219, 4
1220, 4
1221, 3
1222, 4
1223, 5
1224, 4
1225, 4
1226, 4
1227, 4
1228, 3
1229, 2
1230, 2
1231, 3
1232, 3
1233, 3
1234, 3
1235, 3
1236, 3
1237, 3
1238, 3
1239, 3
1240, 3
1241, 3
1242, 3
1243, 3
1244, 3
1245, 4
1246, 3
1247, 3
1248, 2
1249, 3
1250, 2
