Year, Number of Households
800, 10
801, 12
802, 10
803, 10
804, 10
805, 10
806, 10
807, 10
808, 9
809, 9
810, 10
811, 9
812, 10
813, 10
814, 10
815, 8
816, 7
817, 7
818, 8
819, 9
820, 9
821, 8
822, 8
823, 9
824, 9
825, 10
826, 11
827, 11
828, 11
829, 10
830, 11
831, 11
832, 11
833, 11
834, 9
835, 9
836, 9
837, 11
838, 11
839, 11
840, 10
841, 10
842, 9
843, 9
844, 10
845, 9
846, 10
847, 9
848, 10
849, 10
850, 10
851, 10
852, 10
853, 9
854, 9
855, 9
856, 8
857, 7
858, 7
859, 8
860, 8
861, 8
862, 9
863, 9
864, 8
865, 8
866, 8
867, 9
868, 10
869, 10
870, 10
871, 11
872, 10
873, 10
874, 10
875, 9
876, 9
877, 9
878, 8
879, 9
880, 9
881, 8
882, 8
883, 8
884, 8
885, 9
886, 9
887, 8
888, 7
889, 7
890, 7
891, 7
892, 6
893, 7
894, 6
895, 6
896, 6
897, 6
898, 6
899, 6
900, 6
901, 6
902, 7
903, 5
904, 4
905, 4
906, 4
907, 4
908, 4
909, 4
910, 4
911, 4
912, 3
913, 3
914, 3
915, 3
916, 3
917, 3
918, 3
919, 3
920, 3
921, 3
922, 3
923, 3
924, 3
925, 3
926, 3
927, 4
928, 4
929, 3
930, 2
931, 2
932, 2
933, 2
934, 2
935, 2
936, 2
937, 2
938, 2
939, 2
940, 2
941, 2
942, 2
943, 2
944, 3
945, 3
946, 3
947, 4
948, 4
949, 4
950, 5
951, 5
952, 4
953, 4
954, 4
955, 4
956, 4
957, 3
958, 3
959, 3
960, 3
961, 3
962, 3
963, 3
964, 3
965, 3
966, 4
967, 4
968, 4
969, 5
970, 5
971, 6
972, 6
973, 6
974, 6
975, 7
976, 7
977, 7
978, 7
979, 5
980, 5
981, 4
982, 4
983, 4
984, 4
985, 4
986, 4
987, 4
988, 4
989, 5
990, 6
991, 6
992, 7
993, 8
994, 7
995, 8
996, 8
997, 8
998, 8
999, 8
1000, 7
1001, 7
1002, 7
1003, 6
1004, 6
1005, 6
1006, 6
1007, 6
1008, 6
1009, 6
1010, 5
1011, 6
1012, 6
1013, 8
1014, 10
1015, 10
1016, 10
1017, 10
1018, 12
1019, 12
1020, 12
1021, 12
1022, 12
1023, 12
1024, 12
1025, 10
1026, 10
1027, 10
1028, 9
1029, 8
1030, 8
1031, 8
1032, 10
1033, 11
1034, 11
1035, 12
1036, 12
1037, 14
1038, 15
1039, 16
1040, 15
1041, 14
1042, 16
1043, 16
1044, 16
1045, 15
1046, 15
1047, 13
1048, 13
1049, 12
1050, 12
1051, 12
1052, 13
1053, 14
1054, 14
1055, 16
1056, 18
1057, 21
1058, 22
1059, 21
1060, 21
1061, 21
1062, 21
1063, 22
1064, 22
1065, 22
1066, 22
1067, 22
1068, 22
1069, 21
1070, 20
1071, 18
1072, 17
1073, 15
1074, 15
1075, 17
1076, 17
1077, 20
1078, 21
1079, 22
1080, 22
1081, 22
1082, 22
1083, 21
1084, 21
1085, 20
1086, 20
1087, 20
1088, 19
1089, 19
1090, 16
1091, 15
1092, 14
1093, 15
1094, 14
1095, 14
1096, 15
1097, 18
1098, 20
1099, 21
1100, 23
1101, 25
1102, 26
1103, 26
1104, 26
1105, 25
1106, 25
1107, 24
1108, 24
1109, 24
1110, 22
1111, 21
1112, 21
1113, 20
1114, 19
1115, 18
1116, 19
1117, 19
1118, 20
1119, 21
1120, 22
1121, 24
1122, 26
1123, 27
1124, 27
1125, 25
1126, 25
1127, 24
1128, 23
1129, 19
1130, 17
1131, 16
1132, 14
1133, 14
1134, 16
1135, 16
1136, 16
1137, 16
1138, 17
1139, 19
1140, 21
1141, 21
1142, 23
1143, 25
1144, 26
1145, 26
1146, 25
1147, 24
1148, 27
1149, 27
1150, 27
1151, 26
1152, 24
1153, 24
1154, 23
1155, 20
1156, 20
1157, 23
1158, 23
1159, 25
1160, 26
1161, 28
1162, 27
1163, 28
1164, 31
1165, 31
1166, 30
1167, 30
1168, 29
1169, 30
1170, 31
1171, 31
1172, 31
1173, 31
1174, 30
1175, 30
1176, 29
1177, 28
1178, 28
1179, 27
1180, 27
1181, 29
1182, 27
1183, 27
1184, 28
1185, 30
1186, 28
1187, 30
1188, 31
1189, 31
1190, 30
1191, 28
1192, 27
1193, 25
1194, 25
1195, 26
1196, 25
1197, 25
1198, 26
1199, 27
1200, 28
1201, 30
1202, 31
1203, 31
1204, 30
1205, 30
1206, 29
1207, 32
1208, 34
1209, 35
1210, 37
1211, 36
1212, 37
1213, 37
1214, 38
1215, 37
1216, 34
1217, 34
1218, 33
1219, 33
1220, 32
1221, 34
1222, 35
1223, 35
1224, 35
1225, 35
1226, 35
1227, 35
1228, 36
1229, 35
1230, 38
1231, 39
1232, 38
1233, 37
1234, 35
1235, 34
1236, 36
1237, 36
1238, 35
1239, 34
1240, 34
1241, 35
1242, 33
1243, 31
1244, 28
1245, 31
1246, 32
1247, 36
1248, 37
1249, 36
1250, 37
