Year, Number of Households
800, 12
801, 14
802, 12
803, 11
804, 12
805, 12
806, 12
807, 12
808, 11
809, 11
810, 10
811, 11
812, 11
813, 10
814, 10
815, 11
816, 10
817, 10
818, 9
819, 9
820, 10
821, 10
822, 10
823, 11
824, 12
825, 13
826, 14
827, 15
828, 15
829, 14
830, 14
831, 14
832, 15
833, 14
834, 12
835, 11
836, 11
837, 12
838, 12
839, 13
840, 14
841, 14
842, 16
843, 16
844, 16
845, 16
846, 17
847, 16
848, 18
849, 18
850, 18
851, 18
852, 19
853, 19
854, 18
855, 19
856, 19
857, 15
858, 15
859, 14
860, 15
861, 15
862, 16
863, 18
864, 18
865, 19
866, 20
867, 22
868, 22
869, 22
870, 21
871, 20
872, 21
873, 21
874, 18
875, 18
876, 18
877, 16
878, 16
879, 17
880, 17
881, 17
882, 17
883, 17
884, 17
885, 17
886, 18
887, 18
888, 18
889, 20
890, 20
891, 20
892, 20
893, 21
894, 21
895, 21
896, 20
897, 19
898, 19
899, 19
900, 20
901, 20
902, 20
903, 19
904, 19
905, 18
906, 18
907, 19
908, 19
909, 20
910, 22
911, 21
912, 21
913, 20
914, 22
915, 21
916, 20
917, 21
918, 21
919, 20
920, 20
921, 19
922, 19
923, 19
924, 18
925, 18
926, 20
927, 21
928, 21
929, 21
930, 20
931, 20
932, 20
933, 20
934, 21
935, 24
936, 24
937, 24
938, 24
939, 25
940, 25
941, 24
942, 25
943, 25
944, 26
945, 27
946, 28
947, 28
948, 27
949, 28
950, 28
951, 26
952, 27
953, 27
954, 29
955, 27
956, 28
957, 29
958, 28
959, 28
960, 27
961, 25
962, 28
963, 30
964, 30
965, 25
966, 21
967, 21
968, 22
969, 20
970, 19
971, 18
972, 19
973, 20
974, 19
975, 18
976, 18
977, 18
978, 17
979, 16
980, 17
981, 19
982, 21
983, 20
984, 20
985, 18
986, 18
987, 18
988, 17
989, 16
990, 16
991, 16
992, 17
993, 16
994, 15
995, 15
996, 14
997, 14
998, 14
999, 14
1000, 14
1001, 15
1002, 15
1003, 15
1004, 14
1005, 14
1006, 15
1007, 15
1008, 17
1009, 17
1010, 17
1011, 15
1012, 15
1013, 15
1014, 15
1015, 14
1016, 13
1017, 13
1018, 14
1019, 14
1020, 15
1021, 14
1022, 14
1023, 13
1024, 14
1025, 14
1026, 16
1027, 18
1028, 17
1029, 19
1030, 19
1031, 19
1032, 17
1033, 17
1034, 17
1035, 17
1036, 17
1037, 17
1038, 18
1039, 18
1040, 17
1041, 17
1042, 17
1043, 17
1044, 18
1045, 20
1046, 21
1047, 22
1048, 22
1049, 21
1050, 20
1051, 20
1052, 21
1053, 20
1054, 21
1055, 22
1056, 21
1057, 20
1058, 21
1059, 19
1060, 19
1061, 18
1062, 18
1063, 18
1064, 20
1065, 22
1066, 22
1067, 22
1068, 22
1069, 20
1070, 19
1071, 17
1072, 18
1073, 19
1074, 19
1075, 19
1076, 18
1077, 17
1078, 17
1079, 18
1080, 16
1081, 16
1082, 16
1083, 18
1084, 19
1085, 19
1086, 18
1087, 20
1088, 20
1089, 20
1090, 18
1091, 20
1092, 20
1093, 20
1094, 20
1095, 18
1096, 17
1097, 18
1098, 18
1099, 18
1100, 17
1101, 18
1102, 21
1103, 22
1104, 25
1105, 25
1106, 24
1107, 26
1108, 26
1109, 26
1110, 25
1111, 28
1112, 28
1113, 29
1114, 26
1115, 26
1116, 27
1117, 26
1118, 26
1119, 25
1120, 27
1121, 26
1122, 26
1123, 26
1124, 29
1125, 29
1126, 31
1127, 32
1128, 32
1129, 32
1130, 34
1131, 36
1132, 35
1133, 38
1134, 38
1135, 36
1136, 34
1137, 33
1138, 33
1139, 33
1140, 34
1141, 34
1142, 33
1143, 31
1144, 32
1145, 32
1146, 33
1147, 34
1148, 34
1149, 35
1150, 36
1151, 37
1152, 38
1153, 39
1154, 42
1155, 40
1156, 39
1157, 37
1158, 40
1159, 40
1160, 41
1161, 37
1162, 37
1163, 37
1164, 36
1165, 37
1166, 36
1167, 36
1168, 37
1169, 36
1170, 35
1171, 35
1172, 38
1173, 41
1174, 39
1175, 40
1176, 41
1177, 44
1178, 47
1179, 47
1180, 47
1181, 48
1182, 46
1183, 48
1184, 46
1185, 48
1186, 48
1187, 46
1188, 46
1189, 46
1190, 47
1191, 48
1192, 47
1193, 50
1194, 51
1195, 51
1196, 51
1197, 53
1198, 55
1199, 60
1200, 62
1201, 65
1202, 66
1203, 66
1204, 64
1205, 64
1206, 62
1207, 62
1208, 62
1209, 62
1210, 63
1211, 60
1212, 63
1213, 66
1214, 65
1215, 65
1216, 67
1217, 67
1218, 66
1219, 67
1220, 67
1221, 71
1222, 76
1223, 79
1224, 78
1225, 80
1226, 85
1227, 86
1228, 85
1229, 80
1230, 78
1231, 75
1232, 73
1233, 73
1234, 75
1235, 77
1236, 77
1237, 79
1238, 80
1239, 81
1240, 85
1241, 88
1242, 89
1243, 94
1244, 94
1245, 100
1246, 100
1247, 105
1248, 108
1249, 113
1250, 114
