Year, Number of Households
800, 12
801, 15
802, 13
803, 14
804, 14
805, 14
806, 14
807, 14
808, 14
809, 13
810, 13
811, 13
812, 12
813, 12
814, 12
815, 11
816, 10
817, 11
818, 11
819, 11
820, 11
821, 12
822, 11
823, 13
824, 15
825, 16
826, 17
827, 17
828, 18
829, 17
830, 17
831, 17
832, 16
833, 17
834, 15
835, 14
836, 13
837, 12
838, 12
839, 12
840, 12
841, 12
842, 12
843, 13
844, 14
845, 14
846, 15
847, 15
848, 15
849, 15
850, 16
851, 16
852, 15
853, 15
854, 15
855, 15
856, 13
857, 13
858, 11
859, 9
860, 8
861, 8
862, 9
863, 9
864, 9
865, 10
866, 10
867, 10
868, 11
869, 11
870, 11
871, 11
872, 11
873, 10
874, 11
875, 10
876, 10
877, 10
878, 9
879, 8
880, 8
881, 6
882, 6
883, 6
884, 8
885, 9
886, 9
887, 10
888, 10
889, 10
890, 10
891, 11
892, 12
893, 12
894, 12
895, 12
896, 13
897, 12
898, 11
899, 11
900, 11
901, 10
902, 10
903, 10
904, 11
905, 11
906, 11
907, 11
908, 12
909, 12
910, 12
911, 11
912, 11
913, 12
914, 14
915, 13
916, 13
917, 12
918, 12
919, 12
920, 12
921, 12
922, 11
923, 11
924, 11
925, 11
926, 12
927, 13
928, 13
929, 14
930, 14
931, 17
932, 17
933, 17
934, 17
935, 16
936, 16
937, 16
938, 18
939, 18
940, 19
941, 19
942, 17
943, 18
944, 17
945, 17
946, 17
947, 17
948, 17
949, 19
950, 19
951, 17
952, 19
953, 20
954, 22
955, 23
956, 24
957, 24
958, 26
959, 27
960, 27
961, 26
962, 26
963, 26
964, 27
965, 28
966, 29
967, 29
968, 29
969, 24
970, 24
971, 24
972, 23
973, 25
974, 26
975, 26
976, 26
977, 27
978, 28
979, 29
980, 28
981, 26
982, 27
983, 28
984, 25
985, 24
986, 23
987, 21
988, 19
989, 19
990, 19
991, 19
992, 19
993, 17
994, 16
995, 16
996, 17
997, 15
998, 15
999, 14
1000, 14
1001, 15
1002, 16
1003, 15
1004, 16
1005, 16
1006, 18
1007, 19
1008, 17
1009, 16
1010, 17
1011, 17
1012, 17
1013, 17
1014, 16
1015, 17
1016, 20
1017, 19
1018, 20
1019, 20
1020, 20
1021, 20
1022, 22
1023, 21
1024, 21
1025, 21
1026, 21
1027, 22
1028, 21
1029, 22
1030, 24
1031, 23
1032, 23
1033, 23
1034, 23
1035, 26
1036, 25
1037, 24
1038, 24
1039, 24
1040, 24
1041, 26
1042, 27
1043, 26
1044, 24
1045, 25
1046, 26
1047, 25
1048, 26
1049, 25
1050, 23
1051, 23
1052, 23
1053, 22
1054, 24
1055, 24
1056, 23
1057, 24
1058, 24
1059, 25
1060, 28
1061, 27
1062, 27
1063, 27
1064, 27
1065, 25
1066, 25
1067, 25
1068, 24
1069, 25
1070, 25
1071, 25
1072, 25
1073, 26
1074, 25
1075, 24
1076, 23
1077, 22
1078, 24
1079, 24
1080, 25
1081, 27
1082, 26
1083, 25
1084, 25
1085, 25
1086, 26
1087, 25
1088, 23
1089, 23
1090, 23
1091, 25
1092, 24
1093, 23
1094, 23
1095, 23
1096, 25
1097, 24
1098, 26
1099, 25
1100, 25
1101, 25
1102, 25
1103, 26
1104, 25
1105, 25
1106, 24
1107, 23
1108, 24
1109, 24
1110, 24
1111, 23
1112, 22
1113, 22
1114, 20
1115, 23
1116, 23
1117, 22
1118, 22
1119, 23
1120, 22
1121, 22
1122, 23
1123, 22
1124, 21
1125, 21
1126, 20
1127, 16
1128, 17
1129, 15
1130, 15
1131, 16
1132, 17
1133, 17
1134, 19
1135, 19
1136, 20
1137, 20
1138, 20
1139, 20
1140, 20
1141, 19
1142, 20
1143, 19
1144, 19
1145, 19
1146, 20
1147, 19
1148, 22
1149, 23
1150, 22
1151, 23
1152, 26
1153, 26
1154, 26
1155, 28
1156, 31
1157, 31
1158, 30
1159, 31
1160, 30
1161, 29
1162, 27
1163, 28
1164, 29
1165, 29
1166, 32
1167, 30
1168, 30
1169, 32
1170, 33
1171, 37
1172, 39
1173, 41
1174, 43
1175, 43
1176, 46
1177, 48
1178, 47
1179, 46
1180, 47
1181, 44
1182, 41
1183, 43
1184, 43
1185, 41
1186, 39
1187, 40
1188, 45
1189, 48
1190, 50
1191, 53
1192, 55
1193, 58
1194, 60
1195, 61
1196, 60
1197, 60
1198, 60
1199, 61
1200, 60
1201, 61
1202, 60
1203, 58
1204, 56
1205, 58
1206, 58
1207, 60
1208, 64
1209, 69
1210, 71
1211, 71
1212, 72
1213, 77
1214, 79
1215, 84
1216, 84
1217, 87
1218, 90
1219, 91
1220, 90
1221, 88
1222, 87
1223, 84
1224, 82
1225, 83
1226, 82
1227, 86
1228, 90
1229, 93
1230, 92
1231, 88
1232, 87
1233, 87
1234, 85
1235, 86
1236, 84
1237, 85
1238, 84
1239, 78
1240, 76
1241, 71
1242, 76
1243, 73
1244, 71
1245, 71
1246, 69
1247, 66
1248, 63
1249, 60
1250, 58
