Year, Number of Households
800, 12
801, 14
802, 13
803, 12
804, 12
805, 12
806, 13
807, 13
808, 13
809, 13
810, 13
811, 13
812, 14
813, 13
814, 12
815, 12
816, 12
817, 11
818, 11
819, 11
820, 11
821, 11
822, 11
823, 12
824, 13
825, 14
826, 15
827, 16
828, 16
829, 15
830, 15
831, 15
832, 17
833, 17
834, 16
835, 16
836, 15
837, 13
838, 14
839, 15
840, 15
841, 15
842, 15
843, 15
844, 14
845, 14
846, 13
847, 14
848, 14
849, 15
850, 17
851, 18
852, 20
853, 21
854, 20
855, 20
856, 21
857, 21
858, 19
859, 20
860, 19
861, 19
862, 19
863, 19
864, 19
865, 19
866, 18
867, 17
868, 17
869, 17
870, 19
871, 20
872, 18
873, 20
874, 22
875, 24
876, 26
877, 26
878, 25
879, 26
880, 27
881, 28
882, 26
883, 26
884, 24
885, 23
886, 22
887, 22
888, 22
889, 21
890, 20
891, 21
892, 23
893, 23
894, 25
895, 26
896, 27
897, 28
898, 32
899, 33
900, 36
901, 35
902, 34
903, 35
904, 34
905, 35
906, 38
907, 34
908, 32
909, 33
910, 34
911, 35
912, 35
913, 36
914, 36
915, 40
916, 43
917, 46
918, 46
919, 48
920, 49
921, 51
922, 53
923, 53
924, 51
925, 52
926, 56
927, 55
928, 57
929, 58
930, 57
931, 56
932, 56
933, 57
934, 62
935, 64
936, 68
937, 71
938, 73
939, 74
940, 76
941, 82
942, 79
943, 82
944, 85
945, 83
946, 82
947, 85
948, 83
949, 83
950, 85
951, 84
952, 83
953, 82
954, 84
955, 85
956, 86
957, 90
958, 90
959, 92
960, 101
961, 102
962, 101
963, 106
964, 104
965, 103
966, 104
967, 105
968, 109
969, 109
970, 109
971, 108
972, 105
973, 105
974, 103
975, 102
976, 107
977, 107
978, 110
979, 115
980, 118
981, 124
982, 128
983, 128
984, 132
985, 135
986, 140
987, 144
988, 144
989, 144
990, 145
991, 143
992, 147
993, 148
994, 147
995, 149
996, 149
997, 152
998, 155
999, 153
1000, 156
1001, 157
1002, 154
1003, 157
1004, 164
1005, 175
1006, 175
1007, 177
1008, 182
1009, 188
1010, 193
1011, 199
1012, 197
1013, 198
1014, 203
1015, 204
1016, 207
1017, 208
1018, 207
1019, 210
1020, 207
1021, 206
1022, 209
1023, 214
1024, 213
1025, 211
1026, 216
1027, 221
1028, 224
1029, 225
1030, 231
1031, 238
1032, 245
1033, 248
1034, 262
1035, 264
1036, 261
1037, 262
1038, 261
1039, 259
1040, 263
1041, 255
1042, 260
1043, 257
1044, 257
1045, 260
1046, 270
1047, 276
1048, 275
1049, 273
1050, 271
1051, 275
1052, 284
1053, 293
1054, 295
1055, 303
1056, 311
1057, 324
1058, 323
1059, 324
1060, 329
1061, 331
1062, 336
1063, 331
1064, 332
1065, 331
1066, 330
1067, 325
1068, 330
1069, 333
1070, 332
1071, 339
1072, 346
1073, 358
1074, 363
1075, 367
1076, 371
1077, 382
1078, 393
1079, 401
1080, 411
1081, 419
1082, 424
1083, 431
1084, 433
1085, 424
1086, 424
1087, 435
1088, 443
1089, 442
1090, 441
1091, 447
1092, 452
1093, 461
1094, 474
1095, 477
1096, 489
1097, 496
1098, 505
1099, 515
1100, 519
1101, 531
1102, 551
1103, 555
1104, 549
1105, 559
1106, 559
1107, 561
1108, 565
1109, 558
1110, 569
1111, 570
1112, 573
1113, 570
1114, 580
1115, 584
1116, 590
1117, 596
1118, 606
1119, 608
1120, 613
1121, 624
1122, 635
1123, 631
1124, 645
1125, 640
1126, 647
1127, 653
1128, 657
1129, 666
1130, 671
1131, 665
1132, 651
1133, 639
1134, 633
1135, 631
1136, 623
1137, 629
1138, 621
1139, 617
1140, 622
1141, 613
1142, 609
1143, 606
1144, 603
1145, 592
1146, 591
1147, 588
1148, 587
1149, 577
1150, 572
1151, 572
1152, 561
1153, 560
1154, 554
1155, 545
1156, 530
1157, 526
1158, 518
1159, 510
1160, 500
1161, 510
1162, 513
1163, 508
1164, 505
1165, 507
1166, 498
1167, 500
1168, 502
1169, 488
1170, 493
1171, 488
1172, 492
1173, 490
1174, 491
1175, 490
1176, 482
1177, 469
1178, 484
1179, 474
1180, 469
1181, 476
1182, 468
1183, 472
1184, 459
1185, 461
1186, 461
1187, 459
1188, 452
1189, 448
1190, 451
1191, 435
1192, 440
1193, 435
1194, 424
1195, 431
1196, 429
1197, 427
1198, 430
1199, 432
1200, 430
1201, 421
1202, 419
1203, 413
1204, 414
1205, 414
1206, 410
1207, 411
1208, 409
1209, 397
1210, 393
1211, 396
1212, 390
1213, 394
1214, 388
1215, 384
1216, 379
1217, 374
1218, 377
1219, 376
1220, 369
1221, 372
1222, 360
1223, 355
1224, 350
1225, 347
1226, 352
1227, 356
1228, 347
1229, 341
1230, 349
1231, 343
1232, 342
1233, 335
1234, 333
1235, 327
1236, 327
1237, 327
1238, 324
1239, 321
1240, 318
1241, 319
1242, 318
1243, 317
1244, 313
1245, 307
1246, 313
1247, 307
1248, 311
1249, 306
1250, 302
