Year, Number of Households
800, 12
801, 15
802, 15
803, 14
804, 14
805, 14
806, 14
807, 15
808, 14
809, 13
810, 13
811, 13
812, 13
813, 12
814, 12
815, 12
816, 12
817, 11
818, 10
819, 11
820, 11
821, 12
822, 13
823, 15
824, 15
825, 17
826, 17
827, 17
828, 17
829, 17
830, 16
831, 16
832, 16
833, 15
834, 15
835, 13
836, 11
837, 11
838, 11
839, 10
840, 10
841, 10
842, 13
843, 14
844, 16
845, 16
846, 16
847, 17
848, 17
849, 16
850, 16
851, 15
852, 14
853, 13
854, 12
855, 12
856, 13
857, 13
858, 13
859, 13
860, 13
861, 13
862, 15
863, 17
864, 20
865, 21
866, 22
867, 22
868, 22
869, 22
870, 22
871, 22
872, 23
873, 23
874, 23
875, 22
876, 22
877, 21
878, 18
879, 20
880, 23
881, 24
882, 24
883, 25
884, 26
885, 29
886, 33
887, 33
888, 34
889, 33
890, 31
891, 30
892, 31
893, 29
894, 29
895, 28
896, 29
897, 30
898, 32
899, 30
900, 30
901, 29
902, 31
903, 31
904, 33
905, 35
906, 37
907, 39
908, 40
909, 43
910, 43
911, 41
912, 40
913, 41
914, 41
915, 40
916, 40
917, 38
918, 36
919, 35
920, 33
921, 33
922, 35
923, 39
924, 39
925, 40
926, 42
927, 45
928, 48
929, 48
930, 49
931, 46
932, 46
933, 47
934, 46
935, 44
936, 43
937, 39
938, 37
939, 37
940, 36
941, 33
942, 33
943, 32
944, 28
945, 30
946, 29
947, 31
948, 33
949, 27
950, 29
951, 28
952, 27
953, 27
954, 25
955, 16
956, 15
957, 13
958, 9
959, 9
960, 10
961, 9
962, 8
963, 9
964, 9
965, 7
966, 7
967, 8
968, 8
969, 8
970, 9
971, 9
972, 8
973, 8
974, 6
975, 6
976, 5
977, 5
978, 5
979, 5
980, 5
981, 5
982, 4
983, 4
984, 5
985, 5
986, 5
987, 5
988, 6
989, 6
990, 6
991, 6
992, 7
993, 7
994, 7
995, 6
996, 6
997, 5
998, 5
999, 4
1000, 4
1001, 4
1002, 5
1003, 5
1004, 5
1005, 5
1006, 5
1007, 6
1008, 6
1009, 6
1010, 6
1011, 6
1012, 6
1013, 6
1014, 6
1015, 6
1016, 6
1017, 6
1018, 5
1019, 5
1020, 5
1021, 4
1022, 4
1023, 3
1024, 5
1025, 7
1026, 7
1027, 7
1028, 8
1029, 8
1030, 8
1031, 9
1032, 9
1033, 9
1034, 9
1035, 9
1036, 8
1037, 8
1038, 7
1039, 7
1040, 7
1041, 6
1042, 7
1043, 7
1044, 8
1045, 8
1046, 9
1047, 9
1048, 9
1049, 9
1050, 10
1051, 11
1052, 11
1053, 11
1054, 11
1055, 11
1056, 11
1057, 11
1058, 9
1059, 9
1060, 9
1061, 9
1062, 9
1063, 9
1064, 9
1065, 9
1066, 9
1067, 8
1068, 9
1069, 10
1070, 10
1071, 10
1072, 12
1073, 12
1074, 11
1075, 11
1076, 10
1077, 11
1078, 11
1079, 11
1080, 12
1081, 11
1082, 12
1083, 11
1084, 11
1085, 12
1086, 13
1087, 13
1088, 13
1089, 13
1090, 12
1091, 14
1092, 14
1093, 14
1094, 16
1095, 17
1096, 18
1097, 18
1098, 18
1099, 20
1100, 20
1101, 19
1102, 19
1103, 20
1104, 19
1105, 20
1106, 20
1107, 20
1108, 20
1109, 20
1110, 20
1111, 20
1112, 21
1113, 20
1114, 19
1115, 20
1116, 21
1117, 23
1118, 22
1119, 22
1120, 22
1121, 23
1122, 23
1123, 26
1124, 26
1125, 24
1126, 24
1127, 21
1128, 21
1129, 19
1130, 18
1131, 17
1132, 17
1133, 17
1134, 18
1135, 20
1136, 22
1137, 23
1138, 23
1139, 24
1140, 24
1141, 25
1142, 26
1143, 27
1144, 28
1145, 31
1146, 31
1147, 30
1148, 29
1149, 29
1150, 27
1151, 27
1152, 25
1153, 26
1154, 26
1155, 25
1156, 25
1157, 26
1158, 25
1159, 26
1160, 28
1161, 29
1162, 31
1163, 32
1164, 34
1165, 34
1166, 39
1167, 39
1168, 40
1169, 40
1170, 38
1171, 37
1172, 38
1173, 37
1174, 37
1175, 35
1176, 35
1177, 34
1178, 33
1179, 32
1180, 32
1181, 33
1182, 37
1183, 40
1184, 42
1185, 44
1186, 46
1187, 48
1188, 49
1189, 51
1190, 52
1191, 52
1192, 52
1193, 53
1194, 51
1195, 48
1196, 47
1197, 47
1198, 43
1199, 44
1200, 44
1201, 40
1202, 40
1203, 41
1204, 47
1205, 49
1206, 56
1207, 60
1208, 61
1209, 64
1210, 65
1211, 66
1212, 66
1213, 65
1214, 64
1215, 59
1216, 56
1217, 55
1218, 51
1219, 52
1220, 52
1221, 52
1222, 53
1223, 58
1224, 58
1225, 58
1226, 61
1227, 67
1228, 69
1229, 73
1230, 74
1231, 76
1232, 77
1233, 77
1234, 77
1235, 76
1236, 73
1237, 71
1238, 70
1239, 66
1240, 64
1241, 63
1242, 62
1243, 61
1244, 62
1245, 65
1246, 66
1247, 72
1248, 74
1249, 76
1250, 79
