Year, Number of Households
800, 10
801, 12
802, 10
803, 10
804, 11
805, 12
806, 12
807, 13
808, 12
809, 14
810, 14
811, 14
812, 14
813, 14
814, 14
815, 12
816, 11
817, 11
818, 11
819, 13
820, 13
821, 13
822, 14
823, 16
824, 16
825, 17
826, 17
827, 18
828, 19
829, 18
830, 18
831, 18
832, 18
833, 19
834, 18
835, 17
836, 17
837, 19
838, 19
839, 19
840, 19
841, 19
842, 20
843, 22
844, 22
845, 23
846, 24
847, 25
848, 23
849, 23
850, 23
851, 23
852, 22
853, 23
854, 23
855, 23
856, 24
857, 24
858, 23
859, 22
860, 22
861, 24
862, 24
863, 25
864, 28
865, 28
866, 26
867, 25
868, 24
869, 23
870, 23
871, 24
872, 23
873, 23
874, 22
875, 22
876, 23
877, 23
878, 22
879, 25
880, 24
881, 25
882, 25
883, 27
884, 28
885, 30
886, 31
887, 34
888, 32
889, 35
890, 33
891, 33
892, 33
893, 34
894, 34
895, 33
896, 33
897, 35
898, 36
899, 33
900, 34
901, 35
902, 38
903, 38
904, 40
905, 42
906, 45
907, 44
908, 45
909, 46
910, 47
911, 46
912, 45
913, 46
914, 48
915, 46
916, 46
917, 44
918, 43
919, 43
920, 44
921, 46
922, 48
923, 49
924, 50
925, 50
926, 51
927, 56
928, 57
929, 60
930, 58
931, 60
932, 64
933, 67
934, 66
935, 63
936, 63
937, 58
938, 56
939, 58
940, 60
941, 61
942, 62
943, 64
944, 70
945, 73
946, 77
947, 80
948, 79
949, 80
950, 83
951, 84
952, 88
953, 89
954, 94
955, 93
956, 94
957, 95
958, 96
959, 92
960, 93
961, 93
962, 97
963, 98
964, 100
965, 103
966, 105
967, 106
968, 108
969, 112
970, 120
971, 124
972, 131
973, 134
974, 134
975, 136
976, 135
977, 131
978, 131
979, 134
980, 134
981, 139
982, 138
983, 145
984, 147
985, 144
986, 145
987, 148
988, 149
989, 153
990, 159
991, 158
992, 163
993, 173
994, 175
995, 180
996, 182
997, 182
998, 183
999, 182
1000, 180
1001, 173
1002, 175
1003, 174
1004, 178
1005, 180
1006, 184
1007, 185
1008, 188
1009, 189
1010, 195
1011, 198
1012, 198
1013, 210
1014, 211
1015, 213
1016, 216
1017, 222
1018, 229
1019, 229
1020, 234
1021, 232
1022, 230
1023, 233
1024, 234
1025, 240
1026, 241
1027, 247
1028, 252
1029, 259
1030, 261
1031, 261
1032, 264
1033, 271
1034, 270
1035, 280
1036, 292
1037, 298
1038, 300
1039, 308
1040, 312
1041, 310
1042, 314
1043, 320
1044, 322
1045, 323
1046, 323
1047, 324
1048, 321
1049, 317
1050, 316
1051, 318
1052, 326
1053, 337
1054, 343
1055, 346
1056, 351
1057, 354
1058, 361
1059, 362
1060, 375
1061, 380
1062, 387
1063, 391
1064, 394
1065, 398
1066, 402
1067, 406
1068, 410
1069, 411
1070, 411
1071, 406
1072, 414
1073, 421
1074, 429
1075, 433
1076, 435
1077, 433
1078, 441
1079, 434
1080, 443
1081, 443
1082, 447
1083, 437
1084, 441
1085, 432
1086, 433
1087, 433
1088, 429
1089, 431
1090, 430
1091, 429
1092, 428
1093, 426
1094, 423
1095, 419
1096, 422
1097, 417
1098, 413
1099, 416
1100, 412
1101, 409
1102, 405
1103, 403
1104, 401
1105, 399
1106, 401
1107, 399
1108, 392
1109, 393
1110, 401
1111, 388
1112, 392
1113, 383
1114, 385
1115, 383
1116, 384
1117, 383
1118, 384
1119, 375
1120, 374
1121, 372
1122, 365
1123, 360
1124, 364
1125, 368
1126, 362
1127, 364
1128, 364
1129, 363
1130, 368
1131, 354
1132, 346
1133, 339
1134, 339
1135, 338
1136, 328
1137, 331
1138, 322
1139, 320
1140, 323
1141, 320
1142, 317
1143, 306
1144, 308
1145, 307
1146, 305
1147, 303
1148, 293
1149, 286
1150, 288
1151, 288
1152, 277
1153, 275
1154, 276
1155, 275
1156, 270
1157, 267
1158, 263
1159, 260
1160, 257
1161, 259
1162, 259
1163, 253
1164, 245
1165, 246
1166, 242
1167, 244
1168, 238
1169, 234
1170, 233
1171, 232
1172, 233
1173, 223
1174, 225
1175, 216
1176, 213
1177, 210
1178, 202
1179, 196
1180, 191
1181, 184
1182, 189
1183, 190
1184, 195
1185, 193
1186, 192
1187, 191
1188, 190
1189, 185
1190, 186
1191, 181
1192, 180
1193, 180
1194, 175
1195, 175
1196, 172
1197, 173
1198, 161
1199, 159
1200, 161
1201, 160
1202, 158
1203, 154
1204, 153
1205, 159
1206, 153
1207, 157
1208, 157
1209, 158
1210, 150
1211, 153
1212, 148
1213, 147
1214, 143
1215, 146
1216, 147
1217, 143
1218, 136
1219, 133
1220, 136
1221, 130
1222, 134
1223, 130
1224, 132
1225, 128
1226, 129
1227, 127
1228, 124
1229, 122
1230, 123
1231, 125
1232, 122
1233, 118
1234, 120
1235, 113
1236, 110
1237, 105
1238, 104
1239, 106
1240, 104
1241, 102
1242, 101
1243, 101
1244, 103
1245, 105
1246, 101
1247, 100
1248, 100
1249, 97
1250, 97
