Year, Number of Households
800, 11
801, 11
802, 9
803, 9
804, 9
805, 10
806, 11
807, 10
808, 9
809, 9
810, 10
811, 9
812, 9
813, 10
814, 10
815, 9
816, 9
817, 8
818, 8
819, 8
820, 7
821, 7
822, 8
823, 8
824, 8
825, 8
826, 8
827, 10
828, 9
829, 9
830, 10
831, 10
832, 10
833, 10
834, 9
835, 8
836, 8
837, 9
838, 10
839, 10
840, 10
841, 10
842, 10
843, 9
844, 9
845, 8
846, 7
847, 7
848, 7
849, 7
850, 6
851, 6
852, 6
853, 6
854, 6
855, 7
856, 7
857, 7
858, 7
859, 7
860, 6
861, 6
862, 6
863, 6
864, 6
865, 6
866, 4
867, 4
868, 4
869, 4
870, 3
871, 3
872, 3
873, 3
874, 4
875, 4
876, 4
877, 4
878, 5
879, 6
880, 6
881, 6
882, 6
883, 6
884, 6
885, 5
886, 5
887, 4
888, 4
889, 4
890, 4
891, 4
892, 4
893, 4
894, 4
895, 4
896, 4
897, 4
898, 4
899, 4
900, 4
901, 5
902, 7
903, 7
904, 8
905, 8
906, 9
907, 9
908, 8
909, 8
910, 8
911, 8
912, 7
913, 7
914, 7
915, 7
916, 7
917, 7
918, 7
919, 8
920, 8
921, 8
922, 11
923, 12
924, 13
925, 15
926, 16
927, 17
928, 17
929, 17
930, 17
931, 17
932, 17
933, 17
934, 17
935, 15
936, 15
937, 13
938, 12
939, 12
940, 13
941, 13
942, 14
943, 17
944, 19
945, 20
946, 20
947, 20
948, 21
949, 22
950, 21
951, 22
952, 20
953, 18
954, 17
955, 15
956, 16
957, 15
958, 15
959, 14
960, 15
961, 16
962, 17
963, 17
964, 17
965, 19
966, 21
967, 21
968, 21
969, 22
970, 24
971, 25
972, 23
973, 22
974, 22
975, 23
976, 21
977, 20
978, 19
979, 21
980, 22
981, 22
982, 20
983, 20
984, 20
985, 21
986, 24
987, 25
988, 28
989, 30
990, 31
991, 32
992, 31
993, 32
994, 30
995, 28
996, 28
997, 27
998, 28
999, 26
1000, 25
1001, 24
1002, 25
1003, 24
1004, 25
1005, 26
1006, 28
1007, 31
1008, 32
1009, 32
1010, 33
1011, 33
1012, 36
1013, 38
1014, 38
1015, 36
1016, 34
1017, 32
1018, 31
1019, 28
1020, 25
1021, 25
1022, 25
1023, 27
1024, 29
1025, 29
1026, 31
1027, 36
1028, 38
1029, 39
1030, 41
1031, 43
1032, 43
1033, 43
1034, 47
1035, 48
1036, 47
1037, 46
1038, 45
1039, 41
1040, 38
1041, 38
1042, 33
1043, 34
1044, 35
1045, 35
1046, 37
1047, 42
1048, 43
1049, 46
1050, 49
1051, 52
1052, 53
1053, 53
1054, 53
1055, 55
1056, 58
1057, 57
1058, 56
1059, 52
1060, 48
1061, 46
1062, 47
1063, 45
1064, 45
1065, 38
1066, 39
1067, 42
1068, 43
1069, 47
1070, 49
1071, 52
1072, 57
1073, 57
1074, 59
1075, 61
1076, 61
1077, 58
1078, 59
1079, 57
1080, 57
1081, 57
1082, 57
1083, 56
1084, 56
1085, 55
1086, 52
1087, 51
1088, 52
1089, 52
1090, 56
1091, 56
1092, 56
1093, 59
1094, 60
1095, 62
1096, 62
1097, 66
1098, 65
1099, 66
1100, 66
1101, 63
1102, 64
1103, 65
1104, 58
1105, 57
1106, 60
1107, 59
1108, 63
1109, 62
1110, 60
1111, 59
1112, 60
1113, 61
1114, 64
1115, 65
1116, 68
1117, 69
1118, 71
1119, 75
1120, 73
1121, 72
1122, 74
1123, 74
1124, 73
1125, 71
1126, 72
1127, 70
1128, 65
1129, 66
1130, 66
1131, 69
1132, 65
1133, 67
1134, 68
1135, 72
1136, 74
1137, 72
1138, 73
1139, 77
1140, 78
1141, 78
1142, 77
1143, 76
1144, 80
1145, 78
1146, 78
1147, 79
1148, 77
1149, 76
1150, 76
1151, 77
1152, 78
1153, 79
1154, 79
1155, 78
1156, 78
1157, 86
1158, 88
1159, 88
1160, 87
1161, 84
1162, 83
1163, 85
1164, 83
1165, 85
1166, 88
1167, 88
1168, 89
1169, 85
1170, 82
1171, 82
1172, 82
1173, 83
1174, 79
1175, 78
1176, 79
1177, 81
1178, 80
1179, 81
1180, 83
1181, 78
1182, 77
1183, 77
1184, 74
1185, 74
1186, 70
1187, 68
1188, 72
1189, 75
1190, 76
1191, 75
1192, 74
1193, 74
1194, 72
1195, 73
1196, 77
1197, 75
1198, 74
1199, 73
1200, 73
1201, 73
1202, 74
1203, 73
1204, 75
1205, 77
1206, 74
1207, 78
1208, 80
1209, 84
1210, 83
1211, 83
1212, 83
1213, 88
1214, 89
1215, 91
1216, 88
1217, 92
1218, 91
1219, 92
1220, 92
1221, 93
1222, 91
1223, 88
1224, 90
1225, 90
1226, 93
1227, 94
1228, 89
1229, 89
1230, 87
1231, 87
1232, 89
1233, 90
1234, 89
1235, 91
1236, 97
1237, 94
1238, 97
1239, 101
1240, 102
1241, 100
1242, 99
1243, 97
1244, 95
1245, 94
1246, 92
1247, 89
1248, 94
1249, 96
1250, 93
