Year, Number of Households
800, 14
801, 17
802, 18
803, 18
804, 20
805, 21
806, 21
807, 20
808, 21
809, 22
810, 21
811, 22
812, 23
813, 22
814, 23
815, 24
816, 23
817, 23
818, 24
819, 24
820, 25
821, 24
822, 27
823, 27
824, 28
825, 29
826, 28
827, 30
828, 32
829, 34
830, 37
831, 39
832, 42
833, 41
834, 43
835, 40
836, 38
837, 38
838, 39
839, 39
840, 40
841, 40
842, 42
843, 41
844, 44
845, 46
846, 48
847, 53
848, 53
849, 57
850, 59
851, 59
852, 63
853, 60
854, 63
855, 65
856, 67
857, 66
858, 65
859, 67
860, 69
861, 69
862, 67
863, 66
864, 70
865, 78
866, 79
867, 84
868, 78
869, 79
870, 81
871, 85
872, 86
873, 83
874, 77
875, 62
876, 55
877, 57
878, 57
879, 51
880, 45
881, 46
882, 49
883, 46
884, 38
885, 39
886, 40
887, 39
888, 36
889, 32
890, 31
891, 27
892, 23
893, 24
894, 23
895, 22
896, 21
897, 16
898, 13
899, 11
900, 10
901, 8
902, 6
903, 6
904, 6
905, 6
906, 6
907, 6
908, 5
909, 6
910, 6
911, 6
912, 6
913, 6
914, 6
915, 6
916, 5
917, 4
918, 4
919, 4
920, 3
921, 3
922, 3
923, 3
924, 3
925, 3
926, 4
927, 3
928, 2
929, 2
930, 2
931, 2
932, 2
933, 2
934, 2
935, 2
936, 2
937, 2
938, 1
939, 1
940, 1
941, 1
942, 1
943, 1
944, 1
945, 1
946, 2
947, 3
948, 3
949, 2
950, 2
951, 2
952, 2
953, 2
954, 2
955, 1
956, 1
957, 1
958, 1
959, 1
960, 1
961, 1
962, 1
963, 1
964, 1
965, 2
966, 2
967, 2
968, 3
969, 2
970, 2
971, 2
972, 2
973, 2
974, 2
975, 2
976, 2
977, 2
978, 2
979, 2
980, 2
981, 2
982, 2
983, 3
984, 3
985, 3
986, 3
987, 3
988, 3
989, 4
990, 5
991, 5
992, 5
993, 5
994, 5
995, 5
996, 5
997, 5
998, 5
999, 5
1000, 4
1001, 4
1002, 4
1003, 4
1004, 4
1005, 4
1006, 5
1007, 6
1008, 7
1009, 7
1010, 8
1011, 9
1012, 9
1013, 9
1014, 9
1015, 9
1016, 9
1017, 9
1018, 9
1019, 9
1020, 8
1021, 8
1022, 7
1023, 8
1024, 8
1025, 9
1026, 9
1027, 10
1028, 12
1029, 13
1030, 13
1031, 14
1032, 14
1033, 13
1034, 13
1035, 15
1036, 15
1037, 15
1038, 15
1039, 13
1040, 11
1041, 11
1042, 10
1043, 11
1044, 12
1045, 12
1046, 13
1047, 13
1048, 15
1049, 15
1050, 16
1051, 17
1052, 19
1053, 21
1054, 23
1055, 23
1056, 23
1057, 24
1058, 23
1059, 23
1060, 23
1061, 23
1062, 23
1063, 23
1064, 21
1065, 21
1066, 24
1067, 27
1068, 28
1069, 29
1070, 31
1071, 33
1072, 35
1073, 39
1074, 43
1075, 46
1076, 46
1077, 51
1078, 52
1079, 53
1080, 53
1081, 53
1082, 52
1083, 52
1084, 53
1085, 54
1086, 55
1087, 55
1088, 57
1089, 59
1090, 60
1091, 65
1092, 67
1093, 72
1094, 72
1095, 76
1096, 82
1097, 89
1098, 96
1099, 98
1100, 103
1101, 109
1102, 109
1103, 105
1104, 105
1105, 112
1106, 110
1107, 108
1108, 107
1109, 113
1110, 118
1111, 117
1112, 122
1113, 126
1114, 130
1115, 137
1116, 147
1117, 153
1118, 166
1119, 173
1120, 182
1121, 190
1122, 196
1123, 198
1124, 199
1125, 194
1126, 198
1127, 196
1128, 196
1129, 204
1130, 200
1131, 181
1132, 169
1133, 156
1134, 147
1135, 144
1136, 139
1137, 141
1138, 137
1139, 131
1140, 125
1141, 125
1142, 119
1143, 115
1144, 114
1145, 109
1146, 102
1147, 100
1148, 94
1149, 87
1150, 81
1151, 76
1152, 76
1153, 67
1154, 62
1155, 60
1156, 56
1157, 49
1158, 44
1159, 39
1160, 40
1161, 42
1162, 43
1163, 35
1164, 37
1165, 31
1166, 32
1167, 30
1168, 32
1169, 31
1170, 29
1171, 29
1172, 28
1173, 28
1174, 27
1175, 27
1176, 25
1177, 26
1178, 26
1179, 24
1180, 23
1181, 25
1182, 24
1183, 25
1184, 25
1185, 25
1186, 24
1187, 24
1188, 23
1189, 24
1190, 25
1191, 24
1192, 25
1193, 24
1194, 25
1195, 25
1196, 25
1197, 25
1198, 26
1199, 27
1200, 26
1201, 26
1202, 24
1203, 23
1204, 22
1205, 22
1206, 22
1207, 22
1208, 21
1209, 21
1210, 20
1211, 20
1212, 22
1213, 23
1214, 23
1215, 22
1216, 23
1217, 21
1218, 22
1219, 20
1220, 19
1221, 21
1222, 20
1223, 20
1224, 17
1225, 17
1226, 17
1227, 17
1228, 17
1229, 19
1230, 16
1231, 17
1232, 16
1233, 19
1234, 19
1235, 19
1236, 19
1237, 18
1238, 18
1239, 20
1240, 20
1241, 20
1242, 20
1243, 19
1244, 19
1245, 18
1246, 17
1247, 15
1248, 14
1249, 14
1250, 14
