Year, Number of Households
800, 14
801, 16
802, 17
803, 17
804, 18
805, 17
806, 16
807, 16
808, 15
809, 14
810, 14
811, 13
812, 14
813, 13
814, 14
815, 13
816, 13
817, 13
818, 13
819, 11
820, 10
821, 10
822, 10
823, 11
824, 12
825, 13
826, 14
827, 14
828, 14
829, 15
830, 14
831, 14
832, 13
833, 12
834, 11
835, 12
836, 11
837, 10
838, 10
839, 10
840, 9
841, 9
842, 10
843, 10
844, 9
845, 9
846, 10
847, 10
848, 10
849, 10
850, 12
851, 14
852, 14
853, 14
854, 15
855, 16
856, 15
857, 14
858, 12
859, 12
860, 12
861, 11
862, 11
863, 11
864, 10
865, 11
866, 11
867, 11
868, 11
869, 12
870, 13
871, 13
872, 13
873, 13
874, 13
875, 15
876, 17
877, 16
878, 16
879, 17
880, 17
881, 16
882, 16
883, 16
884, 15
885, 13
886, 12
887, 11
888, 12
889, 12
890, 13
891, 13
892, 13
893, 13
894, 14
895, 15
896, 16
897, 17
898, 17
899, 19
900, 19
901, 20
902, 21
903, 21
904, 21
905, 21
906, 22
907, 21
908, 22
909, 19
910, 18
911, 18
912, 18
913, 17
914, 17
915, 17
916, 18
917, 19
918, 19
919, 21
920, 22
921, 24
922, 26
923, 27
924, 28
925, 27
926, 27
927, 27
928, 26
929, 21
930, 20
931, 21
932, 21
933, 21
934, 21
935, 21
936, 21
937, 20
938, 21
939, 20
940, 20
941, 22
942, 25
943, 25
944, 29
945, 28
946, 29
947, 32
948, 34
949, 34
950, 31
951, 30
952, 26
953, 27
954, 26
955, 24
956, 22
957, 22
958, 22
959, 22
960, 21
961, 21
962, 21
963, 22
964, 23
965, 23
966, 25
967, 29
968, 31
969, 21
970, 18
971, 21
972, 20
973, 20
974, 17
975, 17
976, 17
977, 17
978, 17
979, 15
980, 15
981, 13
982, 12
983, 11
984, 11
985, 11
986, 11
987, 12
988, 13
989, 13
990, 13
991, 14
992, 14
993, 14
994, 14
995, 16
996, 16
997, 17
998, 16
999, 15
1000, 15
1001, 15
1002, 14
1003, 13
1004, 13
1005, 13
1006, 13
1007, 13
1008, 14
1009, 14
1010, 15
1011, 17
1012, 17
1013, 18
1014, 21
1015, 22
1016, 23
1017, 26
1018, 29
1019, 29
1020, 31
1021, 30
1022, 31
1023, 29
1024, 28
1025, 27
1026, 27
1027, 27
1028, 27
1029, 28
1030, 29
1031, 30
1032, 30
1033, 30
1034, 30
1035, 30
1036, 30
1037, 32
1038, 32
1039, 34
1040, 37
1041, 39
1042, 45
1043, 46
1044, 48
1045, 46
1046, 45
1047, 44
1048, 44
1049, 42
1050, 43
1051, 41
1052, 41
1053, 41
1054, 40
1055, 40
1056, 40
1057, 39
1058, 41
1059, 42
1060, 43
1061, 43
1062, 45
1063, 50
1064, 51
1065, 52
1066, 56
1067, 55
1068, 56
1069, 58
1070, 60
1071, 58
1072, 55
1073, 53
1074, 51
1075, 49
1076, 48
1077, 49
1078, 49
1079, 48
1080, 47
1081, 46
1082, 47
1083, 49
1084, 52
1085, 54
1086, 57
1087, 59
1088, 64
1089, 66
1090, 69
1091, 69
1092, 71
1093, 69
1094, 67
1095, 65
1096, 65
1097, 66
1098, 64
1099, 65
1100, 65
1101, 63
1102, 62
1103, 61
1104, 59
1105, 61
1106, 61
1107, 64
1108, 67
1109, 70
1110, 72
1111, 75
1112, 74
1113, 76
1114, 79
1115, 77
1116, 75
1117, 73
1118, 71
1119, 75
1120, 70
1121, 71
1122, 70
1123, 72
1124, 68
1125, 67
1126, 68
1127, 67
1128, 67
1129, 72
1130, 72
1131, 69
1132, 68
1133, 71
1134, 73
1135, 78
1136, 81
1137, 79
1138, 77
1139, 76
1140, 76
1141, 78
1142, 78
1143, 81
1144, 80
1145, 80
1146, 82
1147, 80
1148, 77
1149, 78
1150, 81
1151, 83
1152, 82
1153, 80
1154, 77
1155, 76
1156, 78
1157, 82
1158, 84
1159, 86
1160, 86
1161, 93
1162, 94
1163, 92
1164, 93
1165, 96
1166, 96
1167, 99
1168, 99
1169, 98
1170, 101
1171, 105
1172, 101
1173, 102
1174, 102
1175, 104
1176, 104
1177, 102
1178, 106
1179, 102
1180, 101
1181, 102
1182, 104
1183, 109
1184, 113
1185, 116
1186, 118
1187, 114
1188, 116
1189, 117
1190, 114
1191, 114
1192, 114
1193, 115
1194, 112
1195, 108
1196, 103
1197, 103
1198, 104
1199, 103
1200, 100
1201, 102
1202, 102
1203, 99
1204, 97
1205, 99
1206, 95
1207, 98
1208, 97
1209, 95
1210, 95
1211, 94
1212, 91
1213, 92
1214, 93
1215, 89
1216, 88
1217, 87
1218, 88
1219, 85
1220, 82
1221, 78
1222, 79
1223, 82
1224, 78
1225, 77
1226, 79
1227, 80
1228, 75
1229, 75
1230, 73
1231, 74
1232, 72
1233, 71
1234, 72
1235, 66
1236, 69
1237, 69
1238, 69
1239, 69
1240, 71
1241, 69
1242, 70
1243, 63
1244, 61
1245, 61
1246, 60
1247, 62
1248, 63
1249, 62
1250, 61
