Year, Number of Households
800, 8
801, 8
802, 9
803, 10
804, 12
805, 12
806, 12
807, 12
808, 12
809, 13
810, 13
811, 12
812, 13
813, 13
814, 13
815, 13
816, 12
817, 11
818, 11
819, 11
820, 11
821, 11
822, 11
823, 12
824, 13
825, 13
826, 13
827, 17
828, 18
829, 20
830, 20
831, 21
832, 21
833, 20
834, 21
835, 21
836, 21
837, 22
838, 21
839, 21
840, 21
841, 21
842, 22
843, 21
844, 23
845, 25
846, 24
847, 24
848, 27
849, 28
850, 28
851, 28
852, 30
853, 29
854, 30
855, 30
856, 30
857, 31
858, 34
859, 34
860, 34
861, 35
862, 34
863, 33
864, 34
865, 31
866, 33
867, 32
868, 34
869, 35
870, 34
871, 36
872, 36
873, 36
874, 36
875, 41
876, 40
877, 41
878, 41
879, 41
880, 42
881, 44
882, 46
883, 48
884, 48
885, 46
886, 50
887, 51
888, 53
889, 53
890, 53
891, 56
892, 59
893, 60
894, 61
895, 61
896, 63
897, 64
898, 66
899, 69
900, 75
901, 75
902, 75
903, 77
904, 78
905, 79
906, 84
907, 80
908, 73
909, 69
910, 72
911, 76
912, 80
913, 79
914, 85
915, 82
916, 77
917, 62
918, 65
919, 67
920, 68
921, 44
922, 49
923, 46
924, 45
925, 37
926, 37
927, 37
928, 37
929, 37
930, 36
931, 34
932, 35
933, 33
934, 32
935, 34
936, 25
937, 23
938, 22
939, 19
940, 19
941, 18
942, 18
943, 19
944, 17
945, 16
946, 18
947, 17
948, 19
949, 20
950, 22
951, 23
952, 13
953, 15
954, 14
955, 12
956, 10
957, 9
958, 7
959, 8
960, 7
961, 7
962, 7
963, 7
964, 6
965, 6
966, 6
967, 8
968, 7
969, 4
970, 4
971, 4
972, 4
973, 4
974, 4
975, 4
976, 3
977, 4
978, 5
979, 5
980, 5
981, 5
982, 5
983, 5
984, 6
985, 6
986, 5
987, 5
988, 5
989, 5
990, 5
991, 5
992, 5
993, 4
994, 4
995, 4
996, 4
997, 4
998, 4
999, 4
1000, 4
1001, 4
1002, 6
1003, 7
1004, 7
1005, 7
1006, 6
1007, 6
1008, 6
1009, 7
1010, 7
1011, 7
1012, 7
1013, 7
1014, 7
1015, 5
1016, 5
1017, 4
1018, 4
1019, 5
1020, 5
1021, 5
1022, 6
1023, 7
1024, 8
1025, 8
1026, 9
1027, 9
1028, 10
1029, 11
1030, 12
1031, 11
1032, 11
1033, 10
1034, 9
1035, 9
1036, 8
1037, 8
1038, 8
1039, 8
1040, 8
1041, 9
1042, 10
1043, 12
1044, 13
1045, 14
1046, 15
1047, 15
1048, 15
1049, 15
1050, 15
1051, 16
1052, 17
1053, 17
1054, 18
1055, 16
1056, 16
1057, 15
1058, 13
1059, 14
1060, 14
1061, 14
1062, 15
1063, 16
1064, 18
1065, 19
1066, 20
1067, 21
1068, 21
1069, 22
1070, 21
1071, 20
1072, 19
1073, 19
1074, 20
1075, 21
1076, 20
1077, 21
1078, 21
1079, 21
1080, 19
1081, 18
1082, 18
1083, 17
1084, 21
1085, 22
1086, 25
1087, 27
1088, 29
1089, 30
1090, 30
1091, 31
1092, 32
1093, 32
1094, 34
1095, 34
1096, 34
1097, 33
1098, 33
1099, 34
1100, 35
1101, 37
1102, 37
1103, 36
1104, 40
1105, 42
1106, 43
1107, 46
1108, 46
1109, 47
1110, 48
1111, 49
1112, 51
1113, 54
1114, 55
1115, 54
1116, 53
1117, 54
1118, 56
1119, 56
1120, 58
1121, 55
1122, 56
1123, 58
1124, 62
1125, 63
1126, 64
1127, 63
1128, 62
1129, 67
1130, 66
1131, 69
1132, 70
1133, 73
1134, 75
1135, 67
1136, 65
1137, 65
1138, 60
1139, 57
1140, 56
1141, 48
1142, 44
1143, 40
1144, 38
1145, 38
1146, 30
1147, 30
1148, 27
1149, 26
1150, 27
1151, 26
1152, 23
1153, 19
1154, 19
1155, 20
1156, 16
1157, 17
1158, 15
1159, 12
1160, 12
1161, 10
1162, 6
1163, 6
1164, 5
1165, 5
1166, 4
1167, 4
1168, 4
1169, 4
1170, 3
1171, 3
1172, 3
1173, 4
1174, 4
1175, 4
1176, 4
1177, 4
1178, 4
1179, 4
1180, 4
1181, 4
1182, 4
1183, 4
1184, 5
1185, 5
1186, 5
1187, 5
1188, 5
1189, 5
1190, 4
1191, 3
1192, 3
1193, 3
1194, 3
1195, 3
1196, 3
1197, 3
1198, 3
1199, 5
1200, 5
1201, 3
1202, 3
1203, 3
1204, 3
1205, 4
1206, 5
1207, 5
1208, 5
1209, 5
1210, 5
1211, 4
1212, 4
1213, 3
1214, 3
1215, 3
1216, 3
1217, 2
1218, 2
1219, 2
1220, 2
1221, 2
1222, 2
1223, 1
1224, 1
1225, 1
1226, 1
1227, 1
1228, 1
1229, 1
1230, 1
1231, 1
1232, 0
1233, 0
1234, 0
1235, 0
1236, 0
1237, 0
1238, 0
1239, 0
1240, 0
1241, 0
1242, 0
1243, 0
1244, 0
1245, 0
1246, 0
1247, 0
1248, 0
1249, 0
1250, 0
