Year, Number of Households
800, 8
801, 8
802, 8
803, 8
804, 7
805, 7
806, 7
807, 8
808, 8
809, 8
810, 7
811, 7
812, 7
813, 7
814, 6
815, 6
816, 7
817, 8
818, 8
819, 8
820, 8
821, 8
822, 7
823, 7
824, 8
825, 8
826, 8
827, 8
828, 9
829, 9
830, 8
831, 8
832, 8
833, 9
834, 9
835, 9
836, 8
837, 8
838, 9
839, 9
840, 10
841, 10
842, 10
843, 9
844, 7
845, 6
846, 7
847, 7
848, 7
849, 8
850, 8
851, 6
852, 6
853, 8
854, 9
855, 9
856, 9
857, 9
858, 10
859, 10
860, 11
861, 11
862, 11
863, 11
864, 10
865, 11
866, 10
867, 10
868, 9
869, 9
870, 10
871, 10
872, 10
873, 10
874, 10
875, 10
876, 9
877, 9
878, 9
879, 9
880, 11
881, 12
882, 10
883, 10
884, 11
885, 12
886, 14
887, 13
888, 14
889, 14
890, 14
891, 13
892, 13
893, 13
894, 13
895, 13
896, 13
897, 13
898, 13
899, 14
900, 13
901, 12
902, 12
903, 13
904, 14
905, 14
906, 13
907, 12
908, 14
909, 14
910, 13
911, 14
912, 13
913, 12
914, 13
915, 13
916, 13
917, 13
918, 14
919, 14
920, 15
921, 15
922, 15
923, 15
924, 15
925, 15
926, 13
927, 13
928, 14
929, 14
930, 16
931, 16
932, 16
933, 15
934, 15
935, 15
936, 15
937, 14
938, 13
939, 12
940, 12
941, 14
942, 14
943, 15
944, 14
945, 16
946, 17
947, 18
948, 18
949, 18
950, 17
951, 16
952, 16
953, 15
954, 15
955, 13
956, 13
957, 12
958, 12
959, 12
960, 12
961, 12
962, 13
963, 13
964, 15
965, 17
966, 17
967, 18
968, 19
969, 19
970, 20
971, 20
972, 20
973, 20
974, 20
975, 21
976, 20
977, 20
978, 18
979, 18
980, 17
981, 17
982, 17
983, 15
984, 15
985, 15
986, 15
987, 15
988, 16
989, 17
990, 18
991, 18
992, 19
993, 20
994, 19
995, 19
996, 18
997, 18
998, 17
999, 17
1000, 17
1001, 15
1002, 15
1003, 12
1004, 12
1005, 13
1006, 12
1007, 12
1008, 11
1009, 11
1010, 11
1011, 13
1012, 14
1013, 14
1014, 14
1015, 15
1016, 14
1017, 12
1018, 13
1019, 14
1020, 15
1021, 15
1022, 14
1023, 14
1024, 14
1025, 13
1026, 13
1027, 14
1028, 13
1029, 12
1030, 11
1031, 12
1032, 12
1033, 14
1034, 14
1035, 15
1036, 15
1037, 16
1038, 16
1039, 13
1040, 12
1041, 13
1042, 12
1043, 12
1044, 12
1045, 12
1046, 11
1047, 12
1048, 13
1049, 13
1050, 12
1051, 11
1052, 12
1053, 13
1054, 13
1055, 14
1056, 15
1057, 15
1058, 16
1059, 16
1060, 16
1061, 16
1062, 16
1063, 15
1064, 14
1065, 13
1066, 12
1067, 12
1068, 11
1069, 11
1070, 10
1071, 9
1072, 9
1073, 10
1074, 9
1075, 10
1076, 10
1077, 11
1078, 11
1079, 13
1080, 13
1081, 13
1082, 11
1083, 12
1084, 11
1085, 10
1086, 9
1087, 9
1088, 9
1089, 9
1090, 8
1091, 8
1092, 8
1093, 8
1094, 8
1095, 9
1096, 8
1097, 8
1098, 8
1099, 8
1100, 9
1101, 9
1102, 9
1103, 12
1104, 12
1105, 13
1106, 13
1107, 13
1108, 13
1109, 12
1110, 12
1111, 12
1112, 11
1113, 11
1114, 11
1115, 11
1116, 7
1117, 7
1118, 7
1119, 7
1120, 9
1121, 9
1122, 9
1123, 9
1124, 10
1125, 10
1126, 9
1127, 10
1128, 10
1129, 11
1130, 11
1131, 10
1132, 10
1133, 10
1134, 9
1135, 8
1136, 8
1137, 8
1138, 8
1139, 8
1140, 6
1141, 6
1142, 6
1143, 7
1144, 7
1145, 7
1146, 7
1147, 8
1148, 9
1149, 10
1150, 10
1151, 10
1152, 10
1153, 11
1154, 10
1155, 9
1156, 9
1157, 9
1158, 9
1159, 9
1160, 9
1161, 8
1162, 7
1163, 6
1164, 6
1165, 6
1166, 6
1167, 6
1168, 7
1169, 7
1170, 8
1171, 8
1172, 9
1173, 9
1174, 9
1175, 8
1176, 9
1177, 9
1178, 7
1179, 6
1180, 5
1181, 5
1182, 5
1183, 5
1184, 4
1185, 4
1186, 4
1187, 4
1188, 4
1189, 4
1190, 4
1191, 5
1192, 6
1193, 6
1194, 6
1195, 6
1196, 6
1197, 6
1198, 5
1199, 5
1200, 5
1201, 6
1202, 6
1203, 6
1204, 5
1205, 4
1206, 4
1207, 3
1208, 3
1209, 3
1210, 3
1211, 3
1212, 3
1213, 3
1214, 3
1215, 3
1216, 4
1217, 4
1218, 4
1219, 4
1220, 3
1221, 3
1222, 4
1223, 4
1224, 4
1225, 4
1226, 3
1227, 3
1228, 3
1229, 3
1230, 3
1231, 3
1232, 3
1233, 3
1234, 3
1235, 3
1236, 3
1237, 2
1238, 3
1239, 3
1240, 3
1241, 3
1242, 4
1243, 5
1244, 5
1245, 4
1246, 4
1247, 4
1248, 4
1249, 4
1250, 3
