Year, Number of Households
800, 12
801, 14
802, 11
803, 12
804, 11
805, 12
806, 14
807, 14
808, 14
809, 13
810, 14
811, 15
812, 14
813, 14
814, 14
815, 14
816, 13
817, 13
818, 13
819, 14
820, 14
821, 14
822, 15
823, 15
824, 16
825, 17
826, 19
827, 21
828, 23
829, 23
830, 25
831, 26
832, 28
833, 28
834, 28
835, 28
836, 27
837, 26
838, 27
839, 28
840, 29
841, 30
842, 29
843, 29
844, 31
845, 32
846, 33
847, 33
848, 35
849, 39
850, 44
851, 49
852, 49
853, 51
854, 54
855, 57
856, 59
857, 60
858, 62
859, 64
860, 63
861, 60
862, 61
863, 60
864, 60
865, 58
866, 63
867, 64
868, 67
869, 68
870, 71
871, 78
872, 79
873, 85
874, 85
875, 87
876, 95
877, 97
878, 95
879, 104
880, 108
881, 111
882, 112
883, 109
884, 107
885, 113
886, 110
887, 110
888, 110
889, 110
890, 109
891, 103
892, 93
893, 91
894, 97
895, 102
896, 92
897, 95
898, 95
899, 90
900, 100
901, 82
902, 74
903, 78
904, 69
905, 66
906, 69
907, 52
908, 44
909, 44
910, 43
911, 44
912, 47
913, 44
914, 44
915, 36
916, 30
917, 29
918, 28
919, 28
920, 28
921, 26
922, 27
923, 24
924, 22
925, 21
926, 21
927, 20
928, 20
929, 22
930, 23
931, 16
932, 17
933, 15
934, 15
935, 15
936, 14
937, 14
938, 14
939, 12
940, 12
941, 13
942, 12
943, 11
944, 9
945, 8
946, 5
947, 4
948, 3
949, 3
950, 3
951, 3
952, 3
953, 3
954, 3
955, 3
956, 3
957, 3
958, 3
959, 3
960, 3
961, 3
962, 3
963, 3
964, 3
965, 1
966, 1
967, 1
968, 1
969, 1
970, 1
971, 1
972, 2
973, 2
974, 2
975, 2
976, 1
977, 1
978, 1
979, 1
980, 1
981, 1
982, 1
983, 1
984, 1
985, 1
986, 1
987, 1
988, 1
989, 1
990, 1
991, 1
992, 1
993, 1
994, 1
995, 1
996, 1
997, 1
998, 1
999, 1
1000, 2
1001, 1
1002, 1
1003, 1
1004, 1
1005, 1
1006, 1
1007, 1
1008, 1
1009, 1
1010, 1
1011, 1
1012, 1
1013, 1
1014, 1
1015, 1
1016, 1
1017, 1
1018, 1
1019, 2
1020, 2
1021, 2
1022, 2
1023, 2
1024, 3
1025, 3
1026, 3
1027, 3
1028, 4
1029, 4
1030, 4
1031, 3
1032, 3
1033, 3
1034, 3
1035, 3
1036, 3
1037, 3
1038, 3
1039, 3
1040, 3
1041, 3
1042, 3
1043, 3
1044, 3
1045, 3
1046, 4
1047, 6
1048, 5
1049, 6
1050, 6
1051, 7
1052, 7
1053, 7
1054, 8
1055, 8
1056, 7
1057, 7
1058, 7
1059, 7
1060, 7
1061, 7
1062, 6
1063, 6
1064, 6
1065, 6
1066, 6
1067, 6
1068, 7
1069, 7
1070, 7
1071, 9
1072, 9
1073, 9
1074, 10
1075, 11
1076, 12
1077, 14
1078, 12
1079, 12
1080, 11
1081, 10
1082, 9
1083, 8
1084, 8
1085, 8
1086, 8
1087, 8
1088, 8
1089, 8
1090, 9
1091, 9
1092, 12
1093, 13
1094, 14
1095, 17
1096, 19
1097, 18
1098, 18
1099, 18
1100, 19
1101, 20
1102, 20
1103, 21
1104, 20
1105, 21
1106, 19
1107, 19
1108, 20
1109, 19
1110, 20
1111, 20
1112, 22
1113, 23
1114, 26
1115, 29
1116, 31
1117, 34
1118, 36
1119, 37
1120, 37
1121, 39
1122, 41
1123, 40
1124, 41
1125, 42
1126, 42
1127, 43
1128, 43
1129, 42
1130, 44
1131, 43
1132, 46
1133, 47
1134, 49
1135, 55
1136, 57
1137, 59
1138, 61
1139, 60
1140, 63
1141, 66
1142, 69
1143, 68
1144, 68
1145, 70
1146, 71
1147, 73
1148, 76
1149, 75
1150, 77
1151, 79
1152, 80
1153, 82
1154, 81
1155, 82
1156, 87
1157, 91
1158, 92
1159, 90
1160, 91
1161, 95
1162, 90
1163, 91
1164, 90
1165, 91
1166, 88
1167, 87
1168, 91
1169, 86
1170, 81
1171, 84
1172, 89
1173, 87
1174, 94
1175, 98
1176, 99
1177, 104
1178, 105
1179, 112
1180, 119
1181, 121
1182, 124
1183, 125
1184, 122
1185, 122
1186, 118
1187, 119
1188, 119
1189, 121
1190, 118
1191, 120
1192, 124
1193, 120
1194, 120
1195, 118
1196, 118
1197, 114
1198, 113
1199, 114
1200, 113
1201, 113
1202, 115
1203, 110
1204, 110
1205, 111
1206, 110
1207, 108
1208, 104
1209, 104
1210, 101
1211, 97
1212, 100
1213, 97
1214, 90
1215, 88
1216, 86
1217, 86
1218, 85
1219, 87
1220, 87
1221, 85
1222, 83
1223, 80
1224, 81
1225, 80
1226, 79
1227, 79
1228, 79
1229, 81
1230, 77
1231, 79
1232, 77
1233, 75
1234, 68
1235, 69
1236, 68
1237, 65
1238, 66
1239, 63
1240, 60
1241, 61
1242, 56
1243, 52
1244, 50
1245, 52
1246, 53
1247, 50
1248, 48
1249, 45
1250, 48
