Year, Number of Households
800, 9
801, 9
802, 8
803, 8
804, 9
805, 12
806, 13
807, 13
808, 12
809, 12
810, 12
811, 12
812, 12
813, 12
814, 12
815, 11
816, 12
817, 11
818, 11
819, 12
820, 12
821, 11
822, 12
823, 12
824, 12
825, 12
826, 14
827, 15
828, 14
829, 15
830, 17
831, 17
832, 16
833, 16
834, 16
835, 16
836, 14
837, 14
838, 14
839, 12
840, 11
841, 11
842, 11
843, 11
844, 12
845, 10
846, 11
847, 11
848, 11
849, 11
850, 12
851, 13
852, 13
853, 15
854, 13
855, 12
856, 12
857, 12
858, 11
859, 9
860, 8
861, 7
862, 7
863, 7
864, 7
865, 7
866, 7
867, 7
868, 7
869, 6
870, 6
871, 7
872, 7
873, 7
874, 6
875, 7
876, 7
877, 7
878, 7
879, 8
880, 8
881, 8
882, 6
883, 6
884, 6
885, 6
886, 5
887, 5
888, 4
889, 4
890, 4
891, 4
892, 4
893, 4
894, 4
895, 6
896, 6
897, 6
898, 7
899, 9
900, 7
901, 7
902, 8
903, 8
904, 8
905, 8
906, 8
907, 8
908, 8
909, 8
910, 8
911, 8
912, 8
913, 7
914, 7
915, 7
916, 7
917, 7
918, 7
919, 8
920, 9
921, 9
922, 10
923, 10
924, 11
925, 11
926, 8
927, 9
928, 9
929, 8
930, 7
931, 7
932, 7
933, 7
934, 6
935, 6
936, 5
937, 5
938, 5
939, 5
940, 5
941, 5
942, 6
943, 7
944, 9
945, 10
946, 10
947, 11
948, 11
949, 12
950, 11
951, 10
952, 10
953, 10
954, 10
955, 10
956, 10
957, 9
958, 9
959, 9
960, 9
961, 9
962, 9
963, 9
964, 9
965, 9
966, 10
967, 10
968, 11
969, 13
970, 13
971, 12
972, 12
973, 12
974, 11
975, 11
976, 11
977, 11
978, 10
979, 9
980, 8
981, 6
982, 6
983, 6
984, 5
985, 5
986, 5
987, 5
988, 5
989, 6
990, 6
991, 7
992, 7
993, 7
994, 10
995, 10
996, 10
997, 12
998, 12
999, 11
1000, 10
1001, 9
1002, 7
1003, 7
1004, 7
1005, 7
1006, 7
1007, 7
1008, 7
1009, 7
1010, 7
1011, 7
1012, 7
1013, 7
1014, 8
1015, 8
1016, 8
1017, 9
1018, 8
1019, 7
1020, 8
1021, 9
1022, 9
1023, 9
1024, 8
1025, 9
1026, 9
1027, 7
1028, 7
1029, 7
1030, 6
1031, 6
1032, 5
1033, 5
1034, 5
1035, 5
1036, 5
1037, 5
1038, 5
1039, 5
1040, 7
1041, 8
1042, 8
1043, 8
1044, 8
1045, 9
1046, 11
1047, 11
1048, 11
1049, 10
1050, 10
1051, 9
1052, 8
1053, 8
1054, 7
1055, 7
1056, 7
1057, 7
1058, 7
1059, 7
1060, 7
1061, 7
1062, 7
1063, 8
1064, 9
1065, 10
1066, 10
1067, 12
1068, 13
1069, 12
1070, 14
1071, 14
1072, 15
1073, 15
1074, 15
1075, 14
1076, 14
1077, 13
1078, 12
1079, 10
1080, 10
1081, 10
1082, 10
1083, 10
1084, 10
1085, 11
1086, 11
1087, 12
1088, 13
1089, 13
1090, 14
1091, 15
1092, 15
1093, 14
1094, 14
1095, 14
1096, 14
1097, 15
1098, 14
1099, 13
1100, 11
1101, 10
1102, 9
1103, 7
1104, 7
1105, 8
1106, 9
1107, 10
1108, 11
1109, 11
1110, 11
1111, 11
1112, 13
1113, 13
1114, 13
1115, 13
1116, 14
1117, 14
1118, 12
1119, 13
1120, 13
1121, 12
1122, 12
1123, 12
1124, 12
1125, 11
1126, 11
1127, 11
1128, 12
1129, 13
1130, 13
1131, 13
1132, 13
1133, 13
1134, 12
1135, 12
1136, 11
1137, 11
1138, 11
1139, 11
1140, 11
1141, 11
1142, 11
1143, 9
1144, 7
1145, 7
1146, 8
1147, 8
1148, 8
1149, 9
1150, 10
1151, 11
1152, 10
1153, 11
1154, 11
1155, 11
1156, 11
1157, 11
1158, 9
1159, 9
1160, 8
1161, 8
1162, 8
1163, 9
1164, 9
1165, 10
1166, 10
1167, 11
1168, 10
1169, 10
1170, 13
1171, 13
1172, 13
1173, 13
1174, 14
1175, 15
1176, 16
1177, 16
1178, 15
1179, 15
1180, 15
1181, 15
1182, 14
1183, 13
1184, 12
1185, 12
1186, 12
1187, 12
1188, 12
1189, 12
1190, 12
1191, 13
1192, 13
1193, 15
1194, 14
1195, 15
1196, 16
1197, 18
1198, 20
1199, 20
1200, 20
1201, 17
1202, 15
1203, 15
1204, 16
1205, 16
1206, 16
1207, 16
1208, 15
1209, 15
1210, 14
1211, 13
1212, 13
1213, 13
1214, 14
1215, 13
1216, 16
1217, 16
1218, 16
1219, 16
1220, 17
1221, 19
1222, 19
1223, 20
1224, 21
1225, 22
1226, 19
1227, 18
1228, 16
1229, 16
1230, 13
1231, 13
1232, 13
1233, 13
1234, 13
1235, 13
1236, 13
1237, 13
1238, 13
1239, 13
1240, 16
1241, 18
1242, 18
1243, 19
1244, 18
1245, 18
1246, 16
1247, 15
1248, 15
1249, 15
1250, 16
