Year, Number of Households
800, 10
801, 12
802, 11
803, 10
804, 11
805, 12
806, 12
807, 12
808, 12
809, 10
810, 10
811, 11
812, 10
813, 10
814, 10
815, 10
816, 9
817, 9
818, 10
819, 10
820, 10
821, 11
822, 12
823, 11
824, 11
825, 11
826, 11
827, 11
828, 11
829, 11
830, 11
831, 11
832, 10
833, 10
834, 10
835, 9
836, 8
837, 7
838, 6
839, 7
840, 8
841, 9
842, 9
843, 10
844, 10
845, 10
846, 10
847, 10
848, 10
849, 9
850, 9
851, 7
852, 6
853, 5
854, 5
855, 5
856, 5
857, 5
858, 5
859, 6
860, 7
861, 7
862, 8
863, 8
864, 9
865, 9
866, 9
867, 9
868, 9
869, 9
870, 9
871, 8
872, 8
873, 8
874, 7
875, 7
876, 6
877, 6
878, 7
879, 6
880, 6
881, 6
882, 6
883, 8
884, 8
885, 8
886, 9
887, 9
888, 9
889, 9
890, 9
891, 9
892, 9
893, 8
894, 8
895, 8
896, 9
897, 8
898, 8
899, 5
900, 5
901, 5
902, 6
903, 7
904, 7
905, 9
906, 9
907, 9
908, 9
909, 9
910, 9
911, 9
912, 9
913, 10
914, 9
915, 8
916, 8
917, 8
918, 9
919, 9
920, 7
921, 8
922, 9
923, 10
924, 11
925, 11
926, 11
927, 11
928, 11
929, 12
930, 12
931, 11
932, 11
933, 11
934, 12
935, 12
936, 12
937, 13
938, 13
939, 13
940, 15
941, 14
942, 14
943, 14
944, 14
945, 15
946, 15
947, 15
948, 14
949, 15
950, 15
951, 15
952, 15
953, 14
954, 13
955, 13
956, 14
957, 13
958, 13
959, 13
960, 12
961, 13
962, 13
963, 13
964, 12
965, 12
966, 12
967, 12
968, 12
969, 12
970, 12
971, 12
972, 12
973, 11
974, 11
975, 9
976, 8
977, 8
978, 8
979, 8
980, 8
981, 8
982, 9
983, 9
984, 8
985, 7
986, 7
987, 7
988, 6
989, 6
990, 5
991, 5
992, 5
993, 5
994, 6
995, 5
996, 5
997, 5
998, 5
999, 5
1000, 6
1001, 6
1002, 6
1003, 6
1004, 6
1005, 5
1006, 5
1007, 5
1008, 5
1009, 4
1010, 4
1011, 4
1012, 4
1013, 4
1014, 5
1015, 5
1016, 5
1017, 5
1018, 5
1019, 5
1020, 5
1021, 5
1022, 5
1023, 5
1024, 5
1025, 5
1026, 4
1027, 4
1028, 4
1029, 3
1030, 3
1031, 3
1032, 4
1033, 3
1034, 3
1035, 3
1036, 3
1037, 3
1038, 4
1039, 4
1040, 4
1041, 5
1042, 5
1043, 5
1044, 5
1045, 5
1046, 5
1047, 5
1048, 5
1049, 5
1050, 5
1051, 6
1052, 6
1053, 5
1054, 5
1055, 6
1056, 7
1057, 6
1058, 6
1059, 6
1060, 6
1061, 6
1062, 7
1063, 7
1064, 7
1065, 6
1066, 6
1067, 6
1068, 6
1069, 7
1070, 7
1071, 7
1072, 7
1073, 7
1074, 8
1075, 8
1076, 7
1077, 7
1078, 7
1079, 8
1080, 8
1081, 8
1082, 8
1083, 8
1084, 8
1085, 8
1086, 8
1087, 8
1088, 8
1089, 9
1090, 9
1091, 8
1092, 8
1093, 8
1094, 7
1095, 7
1096, 6
1097, 8
1098, 8
1099, 8
1100, 8
1101, 7
1102, 7
1103, 7
1104, 7
1105, 7
1106, 7
1107, 6
1108, 6
1109, 7
1110, 7
1111, 6
1112, 6
1113, 5
1114, 5
1115, 5
1116, 5
1117, 5
1118, 5
1119, 5
1120, 5
1121, 5
1122, 5
1123, 4
1124, 4
1125, 4
1126, 4
1127, 3
1128, 3
1129, 3
1130, 2
1131, 2
1132, 2
1133, 2
1134, 2
1135, 2
1136, 1
1137, 1
1138, 1
1139, 1
1140, 1
1141, 1
1142, 1
1143, 1
1144, 1
1145, 1
1146, 1
1147, 1
1148, 0
1149, 0
1150, 0
1151, 0
1152, 0
1153, 0
1154, 0
1155, 0
1156, 0
1157, 0
1158, 0
1159, 0
1160, 0
1161, 0
1162, 0
1163, 0
1164, 0
1165, 0
1166, 0
1167, 0
1168, 0
1169, 0
1170, 0
1171, 0
1172, 0
1173, 0
1174, 0
1175, 0
1176, 0
1177, 0
1178, 0
1179, 0
1180, 0
1181, 0
1182, 0
1183, 0
1184, 0
1185, 0
1186, 0
1187, 0
1188, 0
1189, 0
1190, 0
1191, 0
1192, 0
1193, 0
1194, 0
1195, 0
1196, 0
1197, 0
1198, 0
1199, 0
1200, 0
1201, 0
1202, 0
1203, 0
1204, 0
1205, 0
1206, 0
1207, 0
1208, 0
1209, 0
1210, 0
1211, 0
1212, 0
1213, 0
1214, 0
1215, 0
1216, 0
1217, 0
1218, 0
1219, 0
1220, 0
1221, 0
1222, 0
1223, 0
1224, 0
1225, 0
1226, 0
1227, 0
1228, 0
1229, 0
1230, 0
1231, 0
1232, 0
1233, 0
1234, 0
1235, 0
1236, 0
1237, 0
1238, 0
1239, 0
1240, 0
1241, 0
1242, 0
1243, 0
1244, 0
1245, 0
1246, 0
1247, 0
1248, 0
1249, 0
1250, 0
