Year, Number of Households
800, 9
801, 9
802, 9
803, 8
804, 9
805, 10
806, 13
807, 11
808, 11
809, 11
810, 11
811, 11
812, 11
813, 12
814, 11
815, 11
816, 11
817, 10
818, 10
819, 10
820, 9
821, 9
822, 10
823, 10
824, 11
825, 11
826, 13
827, 12
828, 14
829, 16
830, 16
831, 17
832, 17
833, 16
834, 16
835, 15
836, 13
837, 13
838, 12
839, 12
840, 12
841, 11
842, 10
843, 10
844, 9
845, 10
846, 11
847, 12
848, 12
849, 14
850, 16
851, 18
852, 17
853, 17
854, 16
855, 15
856, 15
857, 14
858, 13
859, 13
860, 13
861, 12
862, 11
863, 11
864, 11
865, 12
866, 12
867, 12
868, 13
869, 13
870, 15
871, 16
872, 16
873, 16
874, 14
875, 14
876, 14
877, 13
878, 12
879, 12
880, 12
881, 12
882, 11
883, 10
884, 8
885, 9
886, 9
887, 9
888, 11
889, 11
890, 11
891, 12
892, 12
893, 12
894, 13
895, 13
896, 13
897, 12
898, 11
899, 9
900, 9
901, 9
902, 7
903, 7
904, 7
905, 7
906, 7
907, 7
908, 6
909, 6
910, 9
911, 10
912, 10
913, 11
914, 12
915, 12
916, 12
917, 12
918, 10
919, 10
920, 9
921, 9
922, 9
923, 9
924, 8
925, 8
926, 8
927, 8
928, 7
929, 7
930, 7
931, 8
932, 9
933, 9
934, 10
935, 12
936, 12
937, 12
938, 11
939, 11
940, 12
941, 11
942, 10
943, 10
944, 9
945, 9
946, 8
947, 8
948, 8
949, 9
950, 9
951, 10
952, 11
953, 12
954, 13
955, 13
956, 13
957, 13
958, 13
959, 13
960, 15
961, 14
962, 12
963, 12
964, 13
965, 12
966, 11
967, 10
968, 10
969, 10
970, 9
971, 9
972, 8
973, 10
974, 11
975, 12
976, 12
977, 12
978, 14
979, 14
980, 12
981, 10
982, 10
983, 11
984, 11
985, 11
986, 11
987, 10
988, 10
989, 10
990, 9
991, 8
992, 8
993, 7
994, 7
995, 7
996, 8
997, 8
998, 9
999, 10
1000, 10
1001, 9
1002, 10
1003, 10
1004, 10
1005, 10
1006, 8
1007, 7
1008, 7
1009, 7
1010, 7
1011, 7
1012, 7
1013, 7
1014, 6
1015, 7
1016, 7
1017, 7
1018, 8
1019, 9
1020, 10
1021, 10
1022, 11
1023, 11
1024, 12
1025, 12
1026, 13
1027, 12
1028, 11
1029, 11
1030, 10
1031, 10
1032, 10
1033, 9
1034, 10
1035, 10
1036, 9
1037, 9
1038, 9
1039, 10
1040, 11
1041, 13
1042, 13
1043, 13
1044, 15
1045, 16
1046, 15
1047, 17
1048, 15
1049, 15
1050, 15
1051, 15
1052, 15
1053, 13
1054, 13
1055, 12
1056, 13
1057, 13
1058, 14
1059, 15
1060, 16
1061, 16
1062, 16
1063, 16
1064, 16
1065, 17
1066, 18
1067, 18
1068, 20
1069, 18
1070, 18
1071, 19
1072, 18
1073, 19
1074, 19
1075, 18
1076, 17
1077, 17
1078, 17
1079, 16
1080, 14
1081, 15
1082, 16
1083, 15
1084, 15
1085, 16
1086, 16
1087, 16
1088, 17
1089, 18
1090, 20
1091, 20
1092, 20
1093, 21
1094, 21
1095, 21
1096, 21
1097, 20
1098, 18
1099, 17
1100, 18
1101, 18
1102, 17
1103, 15
1104, 16
1105, 16
1106, 17
1107, 18
1108, 18
1109, 21
1110, 21
1111, 24
1112, 23
1113, 23
1114, 23
1115, 24
1116, 25
1117, 24
1118, 24
1119, 21
1120, 17
1121, 17
1122, 17
1123, 17
1124, 18
1125, 18
1126, 19
1127, 20
1128, 20
1129, 22
1130, 23
1131, 23
1132, 25
1133, 23
1134, 22
1135, 23
1136, 23
1137, 22
1138, 21
1139, 20
1140, 18
1141, 17
1142, 16
1143, 15
1144, 14
1145, 13
1146, 14
1147, 14
1148, 14
1149, 15
1150, 15
1151, 16
1152, 18
1153, 18
1154, 18
1155, 18
1156, 16
1157, 16
1158, 13
1159, 12
1160, 11
1161, 10
1162, 10
1163, 9
1164, 8
1165, 7
1166, 7
1167, 8
1168, 8
1169, 8
1170, 9
1171, 9
1172, 11
1173, 11
1174, 11
1175, 10
1176, 9
1177, 9
1178, 9
1179, 8
1180, 8
1181, 8
1182, 8
1183, 8
1184, 7
1185, 5
1186, 4
1187, 5
1188, 5
1189, 5
1190, 5
1191, 5
1192, 6
1193, 6
1194, 8
1195, 7
1196, 7
1197, 7
1198, 7
1199, 5
1200, 5
1201, 5
1202, 4
1203, 4
1204, 4
1205, 4
1206, 4
1207, 5
1208, 5
1209, 6
1210, 6
1211, 6
1212, 6
1213, 7
1214, 6
1215, 6
1216, 7
1217, 7
1218, 7
1219, 6
1220, 6
1221, 5
1222, 5
1223, 5
1224, 5
1225, 5
1226, 5
1227, 4
1228, 4
1229, 5
1230, 5
1231, 5
1232, 6
1233, 6
1234, 6
1235, 5
1236, 5
1237, 5
1238, 5
1239, 5
1240, 5
1241, 6
1242, 6
1243, 6
1244, 5
1245, 5
1246, 5
1247, 5
1248, 5
1249, 4
1250, 4
