Year, Number of Households
800, 14
801, 16
802, 18
803, 19
804, 20
805, 20
806, 20
807, 22
808, 22
809, 22
810, 24
811, 26
812, 27
813, 26
814, 27
815, 26
816, 25
817, 25
818, 26
819, 26
820, 25
821, 24
822, 23
823, 24
824, 28
825, 31
826, 33
827, 34
828, 36
829, 41
830, 46
831, 50
832, 53
833, 58
834, 59
835, 62
836, 61
837, 63
838, 63
839, 61
840, 59
841, 59
842, 59
843, 61
844, 62
845, 62
846, 65
847, 68
848, 70
849, 74
850, 83
